link,title,author,published,updatedate,chapters,language,words,kudos,comments,bookmarks,hits,warning,mainship,relationship,characters,tags,summary,rating,series,chapter,chapter_max,completion,currentdate,datediff_pub,datediff,classification,lastauthorupdate,firstauthorupdate,author_lastupdate_diff,daysactive,daysincefirtupload,author_activity,num_relationship,num_characters,num_tags
https://archiveofourown.org/works/45088573,The tea had gone cold,KingOfTheMayflowers,2023-02-16,2023-04-25,9/?,English,"16,018",262,30,35,"6,832",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Montagu Barnes, Kat Godwin, Bobby Vernon, Ned Shaw, Quill Kipps, Original Characters","Holly Munro, George Cubbins | George Karim, Quill Kipps, Anthony Lockwood, Lucy Carlyle, The Skull (Lockwood & Co.)","Holly Munro, George Cubbins | George Karim, Quill Kipps, Anthony Lockwood, Lucy Carlyle, The Skull (Lockwood & Co.)","Lockwood and Lucy have never been good at expressing their emotions. In fact, Lucy's convinced she doesn't have them. Everyone else knows otherwise.During one particularly strange case, feelings are confessed, and general teenage hormones get in the way. However, that case was too strange to ignore, so Lockwood and Co steps in to do what they do best: get involved with things they shouldn't even know about.",Explicit,not a series,9,?,incomplete,2023-05-12,85.0,17.0,multichapter(updating),2023-04-25,2023-02-16,17.0,68.0,85.0,active,9,6,6
https://archiveofourown.org/works/46729345,wish i knew what you were thinking when you kissed me on the floor,whytho,2023-04-25,2023-04-25,1/1,English,"2,862",127,15,9,707,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Holly Munro, George Cubbins | George Karim, Quill Kipps, Anthony Lockwood, Lucy Carlyle, The Skull (Lockwood & Co.)","Anthony Lockwood, Lucy Carlyle, Quill Kipps","Anthony Lockwood, Lucy Carlyle, Quill Kipps","Up on the balcony, Lucy of Fittes had looked sharply gorgeous, aloofly disdainful, and entirely out of reach. Lockwood always found it impossible to reconcile that Lucy with the one who had tugged him into a cramped broom closest five minutes ago—she was still gorgeous, still cooly distant, but she was also a damn good kisser. Lucy, heir of Fittes; Lockwood, keeping his agency alive by the skin of his teeth and the blood on his knuckles.",Teen And Up Audiences,not a series,1,1,completed,2023-05-12,17.0,17.0,oneshot,2023-05-09,2023-02-25,3.0,73.0,76.0,active,6,3,3
https://archiveofourown.org/works/46729273,Let's Hope it Doesn't Itch Anymore,hestiareads,2023-04-25,2023-04-25,1/1,English,360,3,3,1,41,No Archive Warnings Apply,Albert Browne/Scarlett McCain,"Anthony Lockwood, Lucy Carlyle, Quill Kipps","Albert Browne, Ettie (The Outlaws Scarlett and Browne), Scarlett McCain","Albert Browne, Ettie (The Outlaws Scarlett and Browne), Scarlett McCain",Scarlett gets deja Vu. Albert's ankles itches.,General Audiences,not a series,1,1,completed,2023-05-12,17.0,17.0,oneshot,2023-05-07,2023-03-08,5.0,60.0,65.0,active,3,3,3
https://archiveofourown.org/works/46724731,"Trick of The Light, Ghosts",hestiareads,2023-04-24,2023-04-24,1/1,English,419,28,0,2,405,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Albert Browne, Ettie (The Outlaws Scarlett and Browne), Scarlett McCain","Anthony Lockwood, Lucy Carlyle, The Skull (Lockwood & Co.), George Cubbins | George Karim, Celia Lockwood, Donald Lockwood, Jessica Lockwood","Anthony Lockwood, Lucy Carlyle, The Skull (Lockwood & Co.), George Cubbins | George Karim, Celia Lockwood, Donald Lockwood, Jessica Lockwood","Lockwood wakes up in the chilly morning and feels cold, basically. Lack of heat.",General Audiences,not a series,1,1,completed,2023-05-12,18.0,18.0,oneshot,2023-05-07,2023-03-08,5.0,60.0,65.0,active,3,7,7
https://archiveofourown.org/works/46724329,The Birds and the Bees (And the Flowers and the Trees),WindsAroundATreeLikeAVine,2023-04-24,2023-04-24,1/1,English,895,105,20,2,761,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Anthony Lockwood, Lucy Carlyle, The Skull (Lockwood & Co.), George Cubbins | George Karim, Celia Lockwood, Donald Lockwood, Jessica Lockwood","Lucy Carlyle, Montagu Barnes, Anthony Lockwood, George Cubbins | George Karim, mentions of Wade, mentions of Sykes, mentions of Lockwood's uncle","Lucy Carlyle, Montagu Barnes, Anthony Lockwood, George Cubbins | George Karim, mentions of Wade, mentions of Sykes, mentions of Lockwood's uncle","“So,” Barnes began again, “you’re teenage boys. I’m sure you're familiar with-.”He stopped, cleared his throat, searched for the right word. One that wouldn’t leave a foul taste in his mouth.“Attraction. And the…effect it can have on you…physically.”Lockwood turned to look at George now, a horrified understanding in his eyes. George looked back at him, familiar ‘this is all your fault’ expression in place.Now you’re getting it, he thought, annoyed that he had to endure this embarrassment for the sake of Lockwood’s love life, the adoptive father of the girl you like is giving us ‘The Talk’.Or: Following the events of Combe Carey Hall, Barnes has a much-needed but very awkward conversation with the boys during which they are all extremely uncomfortable. Follows the events of Chapter 9 of Choices and Chances, but can be read as a standalone.",Teen And Up Audiences,"Lucy Carlyle, Montagu Barnes, Anthony Lockwood, George Cubbins | George Karim, mentions of Wade, mentions of Sykes, mentions of Lockwood's uncle",1,1,completed,2023-05-12,18.0,18.0,oneshot,2023-05-05,2023-03-17,7.0,49.0,56.0,active,7,7,7
https://archiveofourown.org/works/46721113,Daisies,SnazzyCyborg,2023-04-24,2023-04-24,1/1,English,"1,541",23,13,1,531,Major Character Death,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Montagu Barnes, Anthony Lockwood, George Cubbins | George Karim, mentions of Wade, mentions of Sykes, mentions of Lockwood's uncle",George Cubbins | George Karim,George Cubbins | George Karim,The scene where Lucy channels Annabel Ward goes terribly wrong.Based on the song Daisies by Chloe Ament.,Teen And Up Audiences,not a series,1,1,completed,2023-05-12,18.0,18.0,oneshot,2023-05-09,2023-02-20,3.0,78.0,81.0,active,7,1,1
https://archiveofourown.org/works/46719808,Morning Pickles,Lindzm1318,2023-04-24,2023-04-24,1/1,English,"1,448",117,8,3,895,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,George Cubbins | George Karim,"Lucy Carlyle, Anthony Lockwood, Montagu Barnes, George Cubbins | George Karim, Quill Kipps, Holly Munro","Lucy Carlyle, Anthony Lockwood, Montagu Barnes, George Cubbins | George Karim, Quill Kipps, Holly Munro",Why doesn't Lucy want toast for breakfast today?,Teen And Up Audiences,not a series,1,1,completed,2023-05-12,18.0,18.0,oneshot,2023-05-06,2023-02-27,6.0,68.0,74.0,active,1,6,6
https://archiveofourown.org/works/46234456,You've Got Mail,spinnaker1509,2023-04-04,2023-04-24,9/9,English,"22,681",158,116,17,"2,208",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, Montagu Barnes, George Cubbins | George Karim, Quill Kipps, Holly Munro","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Original Characters","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Original Characters","Lucy Carlyle, owner and operator of the landmark children's bookstore, The Shop Around the Corner, has an email pen pal she night be falling in love with. Of course, she doesn't know that her sweet, kind, caring pal is none other than Anthony Lockwood, CEO and part owner of his family company, Lockwood and Co Bookstore.And the man who is currently putting her out of business.",Teen And Up Audiences,not a series,9,9,completed,2023-05-12,38.0,18.0,multichapter(complete),2023-05-03,2023-03-20,9.0,44.0,53.0,active,6,6,6
https://archiveofourown.org/works/46709671,bigger than these bones,the_one_that_fell,2023-04-24,2023-04-24,1/1,English,"5,661",108,18,15,489,No Archive Warnings Apply,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Original Characters","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle's Mother, Lucy Carlyle's Father, Lucy Carlyle's Sisters, Norrie White, Joy Young","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle's Mother, Lucy Carlyle's Father, Lucy Carlyle's Sisters, Norrie White, Joy Young",Lucy avoided mirrors whenever she could.,Teen And Up Audiences,not a series,1,1,completed,2023-05-12,18.0,18.0,oneshot,2023-05-06,2015-06-30,6.0,2867.0,2873.0,active,6,8,8
https://archiveofourown.org/works/46452142,On the Fence,Mercurial_Rain,2023-04-13,2023-04-24,2/?,English,"2,137",80,27,10,608,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle's Mother, Lucy Carlyle's Father, Lucy Carlyle's Sisters, Norrie White, Joy Young","Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood, Quill Kipps","Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood, Quill Kipps","Lucy Carlyle is an art student that stumbles across the Lockwood & Co fencing club while finishing an art assignment. She doesn't expect to see them again, but then, fate will do as it will.",Teen And Up Audiences,not a series,2,?,incomplete,2023-05-12,29.0,18.0,multichapter(updating),2023-04-24,2023-03-26,18.0,29.0,47.0,active,8,4,4
https://archiveofourown.org/works/46705159,"Where there’s a will, there’s a wave.",DropsOfAddiction,2023-04-23,2023-04-23,1/1,English,"3,549",115,26,4,979,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood, Quill Kipps","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Quill Kipps, Holly Munro","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Quill Kipps, Holly Munro","I brought my eyes back to Lockwood’s face, only when I realised he was speaking to me.“Earth to Lucy,” His voice had an amused, low quality to it and he was grinning his charming, crooked grin.I could feel my face flame at being caught out when looking at him. My skin somehow now felt so much hotter under his gaze, warmer even than the mid August sun had been able to achieve.“Sorry,” I muttered, flipping my sunglasses back down, hoping they’d provide me with some cover maybe. “What did you say?”“I said that you need more suncream on your back, you’re going to suffer this evening if you don’t re-apply it,” Lockwood smiled easily at me and my tummy fluttered.“You’re such a mother goose,” I huffed, but I craned my neck to look over my shoulder. I couldn’t see my back but my shoulders themselves were definitely looking a little red.",Teen And Up Audiences,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Quill Kipps, Holly Munro",1,1,completed,2023-05-12,19.0,19.0,oneshot,2023-05-04,2023-04-02,8.0,32.0,40.0,active,4,5,5
https://archiveofourown.org/works/46704817,The C in Concussion stands for Cuddles!,Somesophie,2023-04-23,2023-04-23,1/1,English,"1,633",0,0,0,69,Creator Chose Not To Use Archive WarningsNo Archive Warnings Apply,Lucy Carlyle/Reader,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Quill Kipps, Holly Munro","Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle","Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle","The aftermath of the screaming staircase case, Reader gets a concussion and there might be some cuddles involved.orEpisode 3 follow-up.",General Audiences,not a series,1,1,completed,2023-05-12,19.0,19.0,oneshot,2023-05-05,2023-04-23,7.0,12.0,19.0,active,5,3,3
https://archiveofourown.org/works/46704472,A little post-river pick-me-up.,Somesophie,2023-04-23,2023-04-23,1/1,English,"2,023",1,0,1,32,Creator Chose Not To Use Archive WarningsNo Archive Warnings Apply,Lucy Carlyle/Reader,"Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim",You make panqueques con dulce de leche for the team after the shiver-inducing Thamesis fiasco.orA much more comforting and peaceful episode 7 follow-up.,General Audiences,not a series,1,1,completed,2023-05-12,19.0,19.0,oneshot,2023-05-05,2023-04-23,7.0,12.0,19.0,active,3,3,3
https://archiveofourown.org/works/46649257,Blood Runs Thicker Than Water,Random_Nerd3,2023-04-21,2023-04-23,2/?,English,"4,590",27,14,4,296,No Archive Warnings Apply,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle, Bruce Wayne, Alfred Pennyworth, Dick Grayson, Jason Todd, Tim Drake, Damian Wayne, Cassandra Cain, Duke Thomas","George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle, Bruce Wayne, Alfred Pennyworth, Dick Grayson, Jason Todd, Tim Drake, Damian Wayne, Cassandra Cain, Duke Thomas","George finally returns home after living in London for the last (almost) five years of his life. With his past unwinding in front of him, he's forced to address the problems he left behind. Including his strained relationship with his father and older brother, facing his reincarnated little brother, and meeting a whole slew of new members of the family.OrI thought ""What if George was actually a Wayne"" and my bestie enabled me.Rated Mature b/c Gotham City.No Smut in this one.",Mature,"George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle, Bruce Wayne, Alfred Pennyworth, Dick Grayson, Jason Todd, Tim Drake, Damian Wayne, Cassandra Cain, Duke Thomas",2,?,incomplete,2023-05-12,21.0,19.0,multichapter(updating),2023-05-02,2023-02-27,10.0,64.0,74.0,active,3,11,11
https://archiveofourown.org/works/46196092,What the World needs now,ssteht4spiderman,2023-04-02,2023-04-23,2/?,English,"3,516",53,14,5,716,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle, Bruce Wayne, Alfred Pennyworth, Dick Grayson, Jason Todd, Tim Drake, Damian Wayne, Cassandra Cain, Duke Thomas","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, The Skull (Lockwood & Co.)","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, The Skull (Lockwood & Co.)","Lucy Carlyle is happy with her life as an independent agent, far away from the clutches of her greedy family.Lockwood is not happy with his life in the spotlight, constantly on the run from the relentless cameras and journalists.But do not fret - Lockwood has a plan.What he really needs is a good story to get the journalists off his back. Maybe a love story will do?",Mature,not a series,2,?,incomplete,2023-05-12,40.0,19.0,multichapter(updating),2023-04-23,2023-04-02,19.0,21.0,40.0,active,11,6,6
https://archiveofourown.org/works/46616434,waves that will never rest,ev0lution,2023-04-20,2023-04-23,2/2,English,"15,476",189,30,25,"1,591",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, The Skull (Lockwood & Co.)","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Holly Munro","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Holly Munro",Lucy and Lockwood take their time.,General Audiences,not a series,2,2,completed,2023-05-12,22.0,19.0,multichapter(complete),2023-04-23,2023-04-20,19.0,3.0,22.0,active,6,5,5
https://archiveofourown.org/works/46696270,Hear With Your Heart,GabyU07,2023-04-23,2023-04-23,1/1,English,"4,103",50,0,3,587,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Holly Munro","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","“What is it?” Lockwood questioned.“Why don’t you try yourself?” She asked expectantly.“Try what?” He asked, confusion clear on his face.“To listen and find the source” She replied grabbing his hand in hers.“What? I’m not a listener Luce, I can’t-“.“Yes you do” She cut him off.",Teen And Up Audiences,not a series,1,1,completed,2023-05-12,19.0,19.0,oneshot,2023-05-10,2023-03-29,2.0,42.0,44.0,active,5,3,3
https://archiveofourown.org/works/46281751,Your Love is Like a Red Rose,MaidenToGoddess,2023-04-06,2023-04-23,2/2,English,"2,833",51,4,3,505,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, The Skull (Lockwood & Co.)","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, The Skull (Lockwood & Co.)","In the days and months following the infamous case at Aickmere's Department Store, Lockwood struggles to find solace.*Post THB*",Teen And Up Audiences,not a series,2,2,completed,2023-05-12,36.0,19.0,multichapter(complete),2023-04-23,2023-03-26,19.0,28.0,47.0,active,3,5,5
https://archiveofourown.org/works/46690678,through the colour comes his strength,lilrowantree,2023-04-23,2023-04-23,1/1,English,977,5,1,0,53,No Archive Warnings Apply,None,,"Anthony Lockwood, Celia Lockwood, Donald Lockwood, Jessica Lockwood","Anthony Lockwood, Celia Lockwood, Donald Lockwood, Jessica Lockwood","He doesn’t remember anything else about the rapier, the children’s books were ripped and their stories forgotten. How could he be a hero, how could he act so fearlessly when he couldn’t protect them? He was supposed to be her prince, and save his big sister from any danger. That’s what the stories had said. His parents, too. He’d pushed them down, blocking out the legends and myths and feelings of bravery after she’d died. It took him five months to even open her door. How wrong his parents had been, filling him with lies about the world and it’s cruelties. He was no hero, he was no galient prince who’d do good deeds. He was a young boy. He was a coward. orme making myself sad about anthony’s childhood.",General Audiences,not a series,1,1,completed,2023-05-12,19.0,19.0,oneshot,2023-05-03,2023-02-18,9.0,74.0,83.0,active,0,4,4
https://archiveofourown.org/works/46689004,Побачення,Alinor,2023-04-23,2023-04-23,1/1,Українська,"2,132",12,2,0,52,No Archive Warnings Apply,Lucy Carlyle/Quill Kipps/Anthony Lockwood,"Anthony Lockwood, Celia Lockwood, Donald Lockwood, Jessica Lockwood","Quill Kipps, George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle","Quill Kipps, George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle","Локвуд думає, що Люсі пішла на побачення з Кіпсом.Події відбуваються через деякий час після битви на Кенсал Грін.Канон: Lockwood & Co. від Netflix",General Audiences,not a series,1,1,completed,2023-05-12,19.0,19.0,oneshot,2023-04-23,2023-04-01,19.0,22.0,41.0,active,4,4,4
https://archiveofourown.org/works/46686385,these hearts adore,RainShadow07,2023-04-23,2023-04-23,1/1,English,"4,681",56,14,8,915,No Archive Warnings Apply,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood,"Quill Kipps, George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle","Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Lockwood cupped George’s face in his hands and kissed him. Lucy watched their mouths move together, slow, almost languid. “Boys,” she said, voice edging into a whine.Lockwood pulled away, huffing out a laugh. “Sounds like our wife is impatient, George,” he said.“Fuck,” George moaned. He pulled at his own belt, and Lockwood’s, yanking them off.Lucy was having a similar reaction. “Say it again,” Lucy demanded, going up on her knees on the bed. Lockwood tucked his fingers under her chin, tilting it up so he could meet her eyes. “Our wife,” he said, slowly, searching her gaze.----Lucy, Lockwood, and George's wedding night. This lives loosely in my cot3 arcs but is really meant to be its own standalone :)",Explicit,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood",1,1,completed,2023-05-12,19.0,19.0,oneshot,2023-04-30,2023-02-02,12.0,87.0,99.0,active,4,3,3
https://archiveofourown.org/works/46263262,"and to you, my brothers and sisters",zipadeea,2023-04-05,2023-04-23,2/2,English,"14,206",192,46,17,"1,656",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Holly Munro's Girlfriend, Quill Kipps, Montagu Barnes, Original Female Character(s), Original Child Character(s)","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Holly Munro's Girlfriend, Quill Kipps, Montagu Barnes, Original Female Character(s), Original Child Character(s)","“She has the highest test scores we’ve ever seen,” Quill argued. Warmth bubbled through my chest at the news. “Her Sight is remarkable, and her Touch and Listening….” Quill trailed off. “Last person this Talented was you, Lucy, and before that, Fittes. She would be an incredible as--,”“If you call my child an asset I will punch you in the face, Quill.”***Emma Lockwood knows being fifteen is hard.It's even harder when your father doesn't approve of your extracurricular activities.",Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Holly Munro's Girlfriend, Quill Kipps, Montagu Barnes, Original Female Character(s), Original Child Character(s)",2,2,completed,2023-05-12,37.0,19.0,multichapter(complete),2023-05-03,2023-02-06,9.0,86.0,95.0,active,3,9,9
https://archiveofourown.org/works/46681258,hope scripted,killian_will_do,2023-04-23,2023-04-23,1/1,English,"3,702",75,5,4,418,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Holly Munro's Girlfriend, Quill Kipps, Montagu Barnes, Original Female Character(s), Original Child Character(s)","Anthony Lockwood, Lucy Carlyle","Anthony Lockwood, Lucy Carlyle",Book spoilers - chapter 5 from the creeping shadow in Lockwood's POVLockwood gets a request from Penelope Fittes and is relieved for a chance to go talk to his favorite agent even though he doesn't expect her to want anything to do with him,General Audiences,not a series,1,1,completed,2023-05-12,19.0,19.0,oneshot,2023-04-23,2023-04-23,19.0,0.0,19.0,active,9,2,2
https://archiveofourown.org/works/46680820,You See All My Light (And You Love My Dark),cherriepixie27,2023-04-23,2023-04-23,1/1,English,"4,588",135,9,13,"1,494",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Anthony Lockwood, Lucy Carlyle","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim",A post-case argument between Lucy and Lockwood takes a different turn than usual.,Explicit,not a series,1,1,completed,2023-05-12,19.0,19.0,oneshot,2023-05-12,2023-02-25,0.0,76.0,76.0,active,2,3,3
https://archiveofourown.org/works/46339879,Tulips and Other Flowers,Mirroringdust (MirroringDust),2023-04-08,2023-04-22,5/?,English,"3,321",91,10,4,"1,667",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim",Some happy/romantic moments in Lockwood & Co.I want to write some chapters based on happy prompts here (mostly only short drabbles) and inspired by flowers and their symbolic meaning (though I'm not an expert).These chapters totally stand on their own and are not connected to each other.The first one is dedicated to and based on OceanSpray5's idea. The first Locklyle kiss because Lockwood is overwhelmed by his feelings.SummariesChapter 1: Locklyle KissChapter 2: Lucy has a moment on her own with a flower interrupted by GeorgeChapter 3: Lockwood alone before he meets Lucy for the first timeChapter 4: A research moment of George is interrupted by LockwoodChapter 5: Is this a marriage proposal?,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim",5,?,incomplete,2023-05-12,34.0,20.0,multichapter(updating),2023-04-30,2023-02-04,12.0,85.0,97.0,active,3,3,3
https://archiveofourown.org/works/46673728,New Year’s resolutions,lulubookworm,2023-04-22,2023-04-22,1/1,English,"2,709",38,2,4,577,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps","After the Penelope Fittes problem one would think the balls and festivals would be done. But they would be wrong. They weren’t.Barnes had decided, it was a good chance on calming the snobs of London and giving them a sense of control. So he invited half London to a New years Ball.OrLockwood and Co is invited to a New Years ball and the evening ends in more than planned…",General Audiences,not a series,1,1,completed,2023-05-12,20.0,20.0,oneshot,2023-04-22,2023-04-07,20.0,15.0,35.0,active,3,5,5
https://archiveofourown.org/works/46608505,Just Another Normal Day...Right?,Meguran,2023-04-19,2023-04-22,7/7,English,"7,221",113,69,7,"1,612",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps","Anthony Lockwood, Lucy Carlyle","Anthony Lockwood, Lucy Carlyle",Lockwood takes a shower and the water isn't the only thing that gets heated.,Explicit,not a series,7,7,completed,2023-05-12,23.0,20.0,multichapter(complete),2023-05-11,2023-04-19,1.0,22.0,23.0,active,5,2,2
https://archiveofourown.org/works/46662667,Lucky Charm,Lindzm1318,2023-04-22,2023-04-22,1/1,English,"1,243",49,8,3,561,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Anthony Lockwood, Lucy Carlyle","Lucy Carlyle, Anthony Lockwood, Celia Lockwood, Jessica Lockwood",,Family time and how they got together,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, Celia Lockwood, Jessica Lockwood",1,1,completed,2023-05-12,20.0,20.0,oneshot,2023-05-06,2023-02-27,6.0,68.0,74.0,active,2,4,0
https://archiveofourown.org/works/45877423,Pretty girls make graves,landline_of_the_dead,2023-03-20,2023-04-22,5/?,English,"5,505",146,25,10,"3,478",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, Celia Lockwood, Jessica Lockwood","Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood",Lockwood & co are an extremely well functioning business until two of their important members get way too invested in something that isn’t capturing ghosts.orLockwoods horny and is too head over heels for Lucy for his own good,Explicit,not a series,5,?,incomplete,2023-05-12,53.0,20.0,multichapter(updating),2023-04-22,2023-03-20,20.0,33.0,53.0,active,4,3,3
https://archiveofourown.org/works/46657408,Food for thought. A feast of love.,Pickl3lily,2023-04-22,2023-04-22,1/1,English,901,101,3,4,623,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Lucy Carlyle, Lucy Carlyle's Mother, Norrie White, Anthony Lockwood, George Cubbins | George Karim","Lucy Carlyle, Lucy Carlyle's Mother, Norrie White, Anthony Lockwood, George Cubbins | George Karim",Based on a Tumblr prompt 'Food after a job'.Lucy has had a complicated relationship with food and the impact food has had in her relationships.,General Audiences,not a series,1,1,completed,2023-05-12,20.0,20.0,oneshot,2023-04-22,2023-04-22,20.0,0.0,20.0,active,3,5,5
https://archiveofourown.org/works/46654159,Steal a Kiss and You'll Break Your Heart,Bookaholic711,2023-04-21,2023-04-21,1/1,English,"1,885",158,11,9,942,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Lucy Carlyle's Mother, Norrie White, Anthony Lockwood, George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, Norrie White","Lucy Carlyle, Anthony Lockwood, Norrie White","Lockwood had just meant to bring her a cup of tea after a hard job. But when he pauses at her door, he hears Lucy recording a tape to Norrie, and she's talking about him. He know he shouldn't, but somehow he finds himself lingering on the landing, tea going cold as he hangs on to her every word.",Teen And Up Audiences,not a series,1,1,completed,2023-05-12,21.0,21.0,oneshot,2023-04-21,2023-03-29,21.0,23.0,44.0,active,5,3,3
