link,title,author,published,updatedate,chapters,language,words,kudos,comments,bookmarks,hits,warning,mainship,relationship,characters,tags,summary,rating,chapter,chapter_max,completion,currentdate,datediff,classification
https://archiveofourown.org/works/46077070,A Long Way from Fine,questionmark007,2023-03-28,2023-03-28,1/1,English,790,30,5,1,171,No Archive Warnings Apply,Lucy Carlyle & Anthony Lockwood,"['Lucy Carlyle & Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim', 'Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood', 'locklyle if you squint - Relationship']","['Lucy Carlyle', 'George Karim', 'Anthony Lockwood']",['its introspection so not a lot of dialogue - just Lucy thinking'],Lucy thinks about how things are going in her life and tries to put a word to living at 35 Portland Row.,General Audiences,1,1,completed,2023-04-21,24.0,oneshot
https://archiveofourown.org/works/46076818,"Ти — вогонь, який я не можу втратити",FanfictionWorkshopUA,2023-03-28,2023-03-28,2/2,Українська,"1,889",14,5,0,59,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood & Holly Munro']","['Anthony Lockwood', 'Lucy Carlyle', 'George Cubbins | George Karim']","['POV Anthony Lockwood', 'Missing Scene', 'Feelings Realization']","Мій погляд на те, про що говорили Джордж і Локвуд в 1 серії 6 сезону, коли Люсі сама зайшла в будинок.«Я подивився на Джорджа і зрозумів, що зараз почнеться розмова, якої я не хотів. Готуючись, я пішов і сів на кам’яні сходи перед будинком, а Джордж почав крокувати.— Не варто, — сказав я, намагаючись зупинити Джорджа, перш ніж він почне.— Не варто що? Нагадувати, яка це дурна ідея? Казати, що твої почуття до Люсі впливають на твої рішення?О, що ж, тоді ми просто відразу перейдемо до цього. Блискуче.»",Teen And Up Audiences,2,2,completed,2023-04-21,24.0,multichapter(complete)
https://archiveofourown.org/works/46071751,So This is What it Feels Like to be Home,fastidious_and_a_mess,2023-03-28,2023-03-28,1/1,English,"3,936",39,3,3,213,No Archive Warnings Apply,Lucy Carlyle/George Cubbins | George Karim,['Lucy Carlyle/George Cubbins | George Karim'],"['Lucy Carlyle', 'George Cubbins | George Karim', 'Anthony Lockwood']","['Baking', 'Feelings Realization', 'Pre-Relationship', 'kind of? officially at least', ""i didn't tag this with lucy/lockwood/george because lockwood's not really present here"", ""but it's important to me that you understand this was written in the context of eventual cot3"", ""it can totally be read as just georcy. i'm not gonna fight you on that interpretation"", ""but that's not where it was written from"", 'Domestic Fluff', 'Post-Season/Series 01', 'Post-Book 02: The Whispering Skull']","Lucy wakes up to a rare quiet day in 35 Portland Row. Lockwood is out running errands and George is at the Archives. Lucy is having a morning tea when George comes home much earlier than Lucy expected him to. Having had a frustratingly fruitless research session, he is deeply disappointed to find the kitchen empty of biscuits. Fortunately, they have everything they need to make their own. Unfortunately, Lucy's never baked in her life. Fortunately again, George is a pretty good teacher.",General Audiences,1,1,completed,2023-04-21,24.0,oneshot
https://archiveofourown.org/works/46070332,and moving lips to breathe her name (i opened up my eyes),professionalzukoapologist,2023-03-28,2023-03-28,1/1,English,"3,300",260,16,24,"1,452",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood', 'The Skull (Lockwood & Co.)', 'George Cubbins | George Karim', 'Holly Munro', 'Quill Kipps']","['Jealous Anthony Lockwood', '3+1 Things', 'POV Anthony Lockwood', 'Pining', 'Fluff', 'Angst', 'Fluff and Angst', 'we all know lockwood does NOT like to share', 'the skull is a little bitch and i love him', 'i am a hot skull truther', 'post-Season 1', 'Spoilers for TV Series', 'Spoilers for Book Series', 'let george say fuck', 'no beta we die like ned shaw', 'lockwood IS jealous but not in a creepy controlling way. just in a ""i love lucy so much"" kind of way']","There’s something about direct sunlight that he seems to drink in more now that he’s been to the Other Side (twice). He doesn’t take it for granted anymore, that the sun is going to rise every morning. That it’ll always be there. After the endless, colorless, starless sky of the Other Side, moonless, sunless, frigidly cold, there’s something about the sun peeking out through the London haze that he finds comforting.So, yes, part of the reason he was laying on Lucy’s bed in the attic was because of her window’s direct exposure to the afternoon sunlight.The larger part, though, was just Lucy. or: three times Lockwood is jealous of the skull (and one time he’s grateful for it)",Not Rated,1,1,completed,2023-04-21,24.0,oneshot
https://archiveofourown.org/works/46070098,A Dream Come True,Lindzm1318,2023-03-28,2023-03-28,1/1,English,"1,417",50,1,2,"1,147",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood']","['Not Suitable for Work', 'not suitable for pandas', 'Vaginal Fingering', 'Fingerfucking', 'Dream Sex', 'Sort Of', 'NSFW', 'NSFP']","A continuation of my dream series, in this Lockwood and Lucy engage in some nighttime activities that are only acceptable for adults",Explicit,1,1,completed,2023-04-21,24.0,oneshot
https://archiveofourown.org/works/46067698,The Tablecloth Trick,cherriepixie27,2023-03-28,2023-03-28,1/1,English,983,148,4,5,"1,437",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood']","['Fluff', 'Domestic Fluff', 'Domestic Bliss', 'Fluff and Smut', 'Smut', 'Mild Smut', 'Soft Anthony Lockwood', 'Simp Anthony Lockwood', 'Tired Lucy Carlyle', ""i love that there's a tag for that"", 'Established Relationship', 'Not Safe for Pandas']",Lockwood unmakes and remakes the bed with Lucy still in it after they ruin the sheets. Written for day four - Domesticity.,Explicit,1,1,completed,2023-04-21,24.0,oneshot
https://archiveofourown.org/works/46067422,what died didn’t stay dead (you’re alive in my head),moon2pluto,2023-03-28,2023-03-28,1/1,English,"2,720",40,20,2,284,Major Character Death,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood']","['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim']","['Hurt No Comfort', 'Grief/Mourning', 'Loss', '(not like the meme)', 'Bittersweet Ending', 'contains heavy spoilers for book 3 and minor spoilers for book 5', ""despite the title no one's coming back as a ghost"", 'at least not in the literal way', 'he stays dead and six feet under', 'post TV-show']","It happened not in the way they had all feared it would. It wasn’t to save her or George, in a desperate effort to trade his life for theirs. It wasn’t a spur-of-the-moment decision in the heat of battle. It wasn’t due to his recklessness.In the end, Anthony Lockwood died because his past caught up with him: A late-night visit to the Furnaces, a gun in a dark alleyway, and he never came home again.---------------------or: Lockwood dies, and Lucy has to figure out how to live without him.",General Audiences,1,1,completed,2023-04-21,24.0,oneshot
https://archiveofourown.org/works/46066129,We got this (Biscuit),AllWriteThen,2023-03-27,2023-03-27,1/1,English,"1,846",49,5,3,336,No Archive Warnings Apply,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood,['Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood'],"['Lucy Carlyle', 'George Cubbins | George Karim', 'Anthony Lockwood', 'Montagu Barnes', 'Quill Kipps', 'Norrie White', '(the last three are only mentioned)']","['Lockwood & Co. Appreciation Week 2023', 'Soft Anthony Lockwood', 'George Cubbins | George Karim Swears', 'soft lucy carlyle', 'Hurt Anthony Lockwood', ""but he's fine dw"", 'POV Multiple', 'because I love that shit', ""slighty inspired by Ghostbusters (I'm Not Afraid) - FOB"", 'the biscuit rule']","As he approached the table, he noticed a new addition to the Thinking Cloth:We demand CHANGE!The new biscuits SUCK!FUCK YOU LOCKWOOD!8=====>Rolling his eyes, Lockwood wrote down his answer:Who even IS 'we'?George, YOU'RE the one that sucks.If you want the old biscuits back, buy them YOURSELF!!!!!Lockwood grabbed a biscuit. He took one bite, and immediately regretted it. They did taste a bit weird. Okay, maybe George wasn't that wrong.~ ORA L&CO case told through six biscuits",General Audiences,1,1,completed,2023-04-21,25.0,oneshot
https://archiveofourown.org/works/46063084,"oh, if you told me that you were down, I'd slay the beast and make your darkness turn around",tryalittlejoytomorrow,2023-03-27,2023-03-27,1/1,English,"9,586",319,47,55,"2,132",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood']","['Emotional Hurt/Comfort', 'Angst', 'Romance', 'Friends to Lovers', 'Six Times Fic', ""(because of course I couldn't just stop at 5)"", ""lockwood taking care of lucy when she's sick"", 'all kinds of sick', 'sick lucy fic', ""Lockwood's love language is acts of service""]","She felt Lockwood's fingers in her hair then - gently sifting through it, massaging her scalp. And then he was delicately pulling her head over his lap. ""I'm not going anywhere,"" she thought she heard him whisper right before sleep pulled her under at last.__6 Times Lockwood takes care of Lucy while she's all kinds of sick.",Teen And Up Audiences,1,1,completed,2023-04-21,25.0,oneshot
https://archiveofourown.org/works/46057189,"it's on your face, and i'm to blame",renjunspetrat,2023-03-27,2023-03-27,1/1,English,"3,229",85,6,5,636,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood', 'George Cubbins | George Karim & Anthony Lockwood', 'Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood']","['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim']","['Angst with a Happy Ending', 'Angst and Hurt/Comfort', 'Hurt/Comfort', 'Feels', 'Dialogue Heavy', 'lockwood please talk about your feelings', 'lucy and george love lockwood very very much', 'Pre-OT3', 'Unreliable Narrator', 'seriously lockwood']","""I don't get it,"" Lockwood confesses, which took a huge chunk out of his usual cockiness. They were definitely going to take this moment and use it against him. The memories that would burn the tips of his ears. It doesn't matter, for now, George is reassuring Lockwood that he forgives him. And Lucy was holding his hand the entire time for god's sake. It's such a tough pill to swallow when one has conformed to self-hatred.""What don't you get?""""That you all just forgive me. I'm positive that this is not the first time I've endangered your lives. And yet, you're still here. Both of you. George, you were furious last night, as far as I was concerned, you wanted to bury me alive."" Lockwood tries to bite his tongue, ""yet, why do you stay?""-After a particularly ghastly employment gone wrong, Lockwood reflects on himself and the relationship he has with the ones around him.",Not Rated,1,1,completed,2023-04-21,25.0,oneshot
https://archiveofourown.org/works/46056208,The Smart One,cherriepixie27,2023-03-27,2023-03-27,1/1,English,"1,219",118,8,6,768,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood']","['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim']","['Oblivious Anthony Lockwood', 'Simp Anthony Lockwood', 'George Karim Has Had Enough', 'Denial of Feelings', 'Requited Unrequited Love', 'Getting Together', 'Idiots in Love', 'Safe for Pandas', 'George Cubbins | George Karim is So Done with Lucy Carlyle/Anthony Lockwood']",George’s perspective on the two idiots in love that he has to live and work with. Written for Locklyle Week day three - Outsider POV/Denial.,Teen And Up Audiences,1,1,completed,2023-04-21,25.0,oneshot
https://archiveofourown.org/works/45937120,is it too soon to do this yet?,Pages_turn,2023-03-27,2023-03-27,1/1,English,"2,301",52,3,2,383,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],[],"['Wound-Tending', 'Hurt/Comfort', '(a teensy bit)', 'Soft Anthony Lockwood', 'soft lucy carlyle', 'Love Confessions', 'First Kiss', 'Romantic Fluff', 'Tooth-Rotting Fluff', 'Anthony Lockwood is a Mess', 'Flustered Anthony Lockwood', 'Lucy Carlyle being my favourite', ""(Lucy Carlyle being Lockwood's favourite)"", 'Found Family']",Lucy helps fix up Lockwood and he is not at all prepared for what he's about to confess.,Teen And Up Audiences,1,1,completed,2023-04-21,25.0,oneshot
https://archiveofourown.org/works/45908236,You are all that is keeping me together,yuulei (ixoria),2023-03-21,2023-03-27,2/2,English,"2,622",106,2,5,"1,445",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood']","['Anthony Lockwood', 'Lucy Carlyle', 'George Cubbins | George Karim', 'Mentioned Quill Kipps', 'Mentioned Holly Munro']","['Hurt/Comfort', 'Angst', 'Self-Harm', 'Hurt Anthony Lockwood', 'Depressed Anthony Lockwood', 'Protective Lucy Carlyle', 'Anthony Lockwood Needs a Hug', 'Suicidal Thoughts', 'Trauma', 'Blood', 'Razors', 'Found Family']","‘Please, please, just let me die.’In which Lucy finds Lockwood collapsed in the bathtub at two in the morning with streaks of blood flowing down his arms.",Mature,2,2,completed,2023-04-21,25.0,multichapter(complete)
https://archiveofourown.org/works/46051189,gunpowder and explosions (that's our que!),utterlyobessedreader,2023-03-27,2023-03-27,2/2,English,"1,506",15,0,1,335,Graphic Depictions Of Violence,Lucy Carlyle & Anthony Lockwood,"['Lucy Carlyle & Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood & Holly Munro']","['Anthony Lockwood', 'Lucy Carlyle', 'Marissa Fittes']","['Whump', 'Mind Control', 'marissa fittes lives', ""book universe i haven't watched the show"", 'no beta we die like that house in the first book', 'Post-Canon', 'Hurt Anthony Lockwood', 'Kidnapping', 'i know your in there fight']",you don't challenge the most powerful people in the world without consequences.-----Lockwood has no idea where he is.,Mature,2,2,completed,2023-04-21,25.0,multichapter(complete)
https://archiveofourown.org/works/46048303,The Faith and the Fighter - Ch 12 Dream,barronsfever (historyofbellarke),2023-03-27,2023-03-27,1/1,English,"1,486",48,4,2,634,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],[],"['PWP', 'Dream Sex', 'First Time', 'Alternate Universe - 19th Century', 'POV Anthony Lockwood', 'POV First Person']",Lucy and Lockwood's shared dream from Ch 12 of The Faith and the Fighter.Likely won't make a ton of sense without reading the main story.,Explicit,1,1,completed,2023-04-21,25.0,oneshot
https://archiveofourown.org/works/46047928,how did it end up like this? (it was only a kiss),the_one_that_fell,2023-03-27,2023-03-27,1/1,English,"4,552",104,24,18,496,No Archive Warnings Apply,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood,"['Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood', 'Lucy Carlyle/George Cubbins | George Karim']","['Lucy Carlyle', 'George Cubbins | George Karim', 'Anthony Lockwood']","['Getting Together', 'Friends With Benefits', 'Pining', 'Requited Unrequited Love', 'Making Out', 'Unresolved Sexual Tension', 'Happy Ending']","After realizing their mutual attraction to their friend and employer, Anthony Lockwood, Lucy and George find comfort in each other's arms.",Teen And Up Audiences,1,1,completed,2023-04-21,25.0,oneshot
https://archiveofourown.org/works/45359485,Girl Talk,Lindzm1318,2023-02-27,2023-03-27,15/?,English,"20,676",389,100,42,"7,353",Creator Chose Not To Use Archive Warnings,Bobby Vernon/Kat Godwin,"['Bobby Vernon/Kat Godwin', 'Lucy Carlyle/Anthony Lockwood']","['Lucy Carlyle', 'Anthony Lockwood', 'Bobby Vernon', 'George Cubbins | George Karim', 'Quill Kipps', 'Ned Shaw']","['Locklye if you squint', 'Café', 'Female Friendship', 'girl talk']",Rewatching episode 8 and I saw how Kat and Lucy basically are in charge of their boys and I had to write a friendship between them,Explicit,15,?,incomplete,2023-04-21,25.0,multichapter(updating)
https://archiveofourown.org/works/45726304,The Haunting of Hanover Hall,LyraLee33,2023-03-18,2023-03-27,8/8,English,"19,578",238,46,24,"3,527",Graphic Depictions Of Violence,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim’s Mother', 'Quill Kipps', 'Annabel Ward', 'Julius Winkman', 'Bobby Vernon']","['Psychological Horror', 'Spooky', 'Scary', 'First Kiss', 'Horror', 'AU', 'Lucy and Lockwood never investigated Annabelle ward', 'slightly AU', 'Mutual Pining', 'Slow Burn']","Lucy and Lockwood go on a case that is supposed to easy - Just an average haunting on the moors. But, what will they do when they get trapped in a house more haunted than Comb Carrey Hall with no way out. To make matters worse, the ghost has a history of killing young woman and it's set it's eyes on Lucy.",Teen And Up Audiences,8,8,completed,2023-04-21,25.0,multichapter(complete)
https://archiveofourown.org/works/45916255,convalescence,Titchaton,2023-03-21,2023-03-27,4/10,Français,"23,601",1,0,0,33,Graphic Depictions Of Violence,None,[],"['Anthony Lockwood', 'Lucy Carlyle', ""George Cubbins | George Karim's Mother"", 'Quill Kipps', 'Holly Munro', 'Julius Winkman', 'Leopold Winkman', 'Adelaide Winkman']",[],"Lucy se sent dépassée par ces pouvoirs. Lorsqu’un travail tourne particulièrement mal, elle doit prendre le temps de ralentir le rythme. Une convalescence est toujours difficile pour quelqu’un qui ne connaît que les éternels combats contre les fantômes. Alors, lorsque les Winkman ce mettent de la partie, Lockwood pourrait bien commencer à craindre pour son associée et amie.Un peu de peluche Lockwood et de peluche George.Première fanfiction pour moi, vos commentaire serait apprécié",General Audiences,4,10,incomplete,2023-04-21,25.0,multichapter(updating)
https://archiveofourown.org/works/46042186,Ground Control,SinSong,2023-03-27,2023-03-27,1/1,English,"2,971",171,35,15,801,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Montagu Barnes', 'Anthony Lockwood', 'George Cubbins | George Karim', 'Lucy Carlyle']","['Barnes POV', 'Post-Book 03: The Hollow Boy (Lockwood & Co.)', ""Lucy's first day on her own"", 'Anthony Lockwood Being an Idiot', 'Lucy Carlyle Being an Idiot', 'Tired Barnes']","And just like that, Barnes' carefully scheduled morning flew out the window in favor of tracking down the idiots at Lockwood & Co. and beating some sense into their heads. A pastime that he did not, contrary to all appearances, actually enjoy.",General Audiences,1,1,completed,2023-04-21,25.0,oneshot
https://archiveofourown.org/works/46040101,Holding on,Dreaming_of_a_Bright_Sky,2023-03-26,2023-03-26,1/1,English,"1,976",49,0,3,490,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim']",[],"Sometimes you have to let go and walk away. But sometimes, you need to hold on",General Audiences,1,1,completed,2023-04-21,26.0,oneshot
https://archiveofourown.org/works/45992107,do you know i love your tattoo (and you),JennaTalbot,2023-03-26,2023-03-26,1/1,English,"8,214",220,14,18,"1,446",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim']","['Locklyle', 'soulmate!AU', 'Soulmark!AU', 'slight book spoilers', 'like very slight but still', 'Major Character Injury', 'Gunshot Wounds', 'Hospitals', 'Hurt/Comfort', 'Happy Ending', 'they’re idiots your honor what did you expect', 'Locklyle Week 2023 (Lockwood & Co.)', 'day 7: AU']","“What about you, Lockwood?” Lucy asked. He had been unusually quiet, and she could see by the way that his face shuttered that it had been the wrong question to ask.“Lockwood doesn’t like to talk about it,” George said quickly, tone subdued. He shot Lucy a look that begged her not to push.It wasn’t unheard of for people to dislike talking about their soulmarks; some people didn’t even have them. Lucy hadn’t actually met anyone who didn’t have a soulmark, but she knew it was possible. It never occurred to her that something she found so commonplace might be a taboo topic.“I’m sorry,” Lucy apologized, face tinged pink. “I didn’t know.”",Teen And Up Audiences,1,1,completed,2023-04-21,26.0,oneshot
https://archiveofourown.org/works/46037554,"Honey, Cling to Me",DaphneJane,2023-03-26,2023-03-26,1/1,English,"10,801",161,35,16,"1,063",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Anthony Lockwood', 'Lucy Carlyle', 'George Cubbins | George Karim', 'Holly Munro', 'Quill Kipps']","['Post Book 5', 'Post Series', 'Mild Spoilers', ""very mild but you've been warned"", 'rated M for watercolor love scenes', 'Locklyle Week 2023 (Lockwood & Co.)', 'Light Angst', 'Light Smut', 'Some Fluff', 'Some Humor', 'a little hurt/comfort', 'a little of everything okay', 'First Kiss', 'Loss of Virginity', 'losing their Talents but finding new ones', ""platonic co-sleeping until it's not"", 'also yes there is a Ted Lasso reference', 'these two make me absolutely feral', 'HEA', 'my new golden trio', 'POV First Person', ""lucy's pov""]","A few years after the events of The Empty Grave, Lockwood & Co. have a new challenge to face: getting older and losing their Talents. What does that mean for the future of the agency? How will our favorite agents cope?For Locklyle Week, Day 7: Free Day. This fits the prompts of firsts, denial, love languages, and domesticity to varying degrees.",Mature,1,1,completed,2023-04-21,26.0,oneshot
https://archiveofourown.org/works/46035781,Hair and Heart (irrevocably yours),IndecisiveScribbler,2023-03-26,2023-03-26,1/1,English,"3,776",210,14,18,"1,313",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim']","['Locklyle Week 2023 (Lockwood & Co.)', 'Day 4: Domesticity', 'Hair Brushing', 'Pining', 'Mutual Pining', 'First Kiss', 'Idiots in Love', 'Domestic Fluff', 'no beta we die like a Visitor', 'Book and Show Compliant', 'Haircuts']","Lockwood shook his head.  He gently reached out a hand and pushed the remains of her hair that hadn’t been burnt behind her ear.  “I can fix it, don’t worry.”And then he was gone, leaving her heart pounding in her ears at the kitchen sink.  She looked up and saw George’s reflection behind her in the window.“What was that?” George said with a smirk.“Shut up,” Lucy replied, face going red.Lucy's hair gets burnt by a Visitor, and Lockwood offers to help her cut it.  Romantic tension ensues.",Teen And Up Audiences,1,1,completed,2023-04-21,26.0,oneshot
https://archiveofourown.org/works/45601189,A Girl's Gotta Survive,taylorkaren,2023-03-08,2023-03-26,5/?,English,"17,470",38,9,8,914,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood', 'Flo Bones & Lucy Carlyle', 'Anthony Lockwood & Quill Kipps']","['Anthony Lockwood', 'Lucy Carlyle', 'George Cubbins | George Karim', 'Flo Bones', 'Quill Kipps']","['Alternate Universe - Canon Divergence', 'Slow Romance', 'Enemies to Lovers', 'Survival', 'Surprise Pairing']","AU where George convinces Lockwood to not hire Lucy. What does a homeless girl do in London to survive? Become a relics-man, of course.Lucy and Lockwood perspectives!Spoilers for the TV show!",General Audiences,5,?,incomplete,2023-04-21,26.0,multichapter(updating)
https://archiveofourown.org/works/46034785,how rare and beautiful it truly is that we exist,gxldenlights,2023-03-26,2023-03-26,1/?,English,"3,111",21,3,2,281,Rape/Non-Con,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood', 'Lucy Carlyle & Holly Munro', 'Lucy Carlyle & Quill Kipps', 'Lucy Carlyle & Kat Godwin', 'Lucy Carlyle & George Cubbins | George Karim']","['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim', 'Holly Munro', ""Holly Munro's Girlfriend"", 'Kat Godwin', 'Quill Kipps']","['Implied/Referenced Sexual Assault', ""Lucy's struggling"", 'Alternate Universe - College/University', 'Alternate Universe - Modern Setting', 'Alternate Universe - High School', ""Lockwood's a bit of a prick""]","The project was finished, but their park dates didn’t stop. They wandered around nearby towns, holding hands, so they weren’t found out. She thought about him everyday; he was always on her mind, appearing in her dreams. It was remarkable about how he could make a home for himself in her heart so easily and quickly.The end of the year sixth-form party was fast approaching—a way to let everybody release steam before finals, before the summer came and pulled them all apart from one another, sending them all scattering around the country. Lucy didn’t really care about parties, but Lockwood loved them. She didn’t want to go, but for Lockwood she would do just about anything.",Teen And Up Audiences,1,?,incomplete,2023-04-21,26.0,multichapter(updating)
https://archiveofourown.org/works/45610120,dropped my sword (i threw it in the bushes and knocked on your door),agents_cxrter,2023-03-09,2023-03-26,2/2,English,"4,080",504,58,58,"2,907",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim', 'Quill Kipps', 'Kat Godwin', 'Montagu Barnes']","['author aimed for 1000 words and overshot', 'Alternate Universe - Canon Divergence', 'Lucy as a Fittes agent', ""lockwood determined she won't be for long"", 'Panic Attacks', 'Canonical Character Death', 'rip that random deprac agent', 'ur death gave us such quality locklyle content', 'we appreciate ur sacrifice']","“Got a new lackey to hide behind?” He asks Kipps as the older boy stares at his sword embedded high above them.“My name is Lucy.” The girl informs him with a hard glare before Kipps can even open his mouth to speak, a soft Northern accent ticking through her words.This is unusual – Kipps’ crew usually loiter behind him self-righteously but they let their not-so-fearless leader do the talking. Clearly, she is new if she doesn’t know that yet. If Lockwood wasn’t quite so cocksure of himself, the scowl she’s sending him would probably take him down a peg or two.As it is, he instead becomes instantly fascinated. or; Lockwood and Co Appreciation Week Day Seven: Free Day & Locklyle Week 2023 Day Seven: AU",Teen And Up Audiences,2,2,completed,2023-04-21,26.0,multichapter(complete)
https://archiveofourown.org/works/46034062,The Scare,ScienceFantasy93,2023-03-26,2023-03-26,1/1,English,"1,841",134,9,8,"1,309",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood']","['Lucy Carlyle', 'Anthony Lockwood', 'Holly Munro', 'The Skull (Lockwood & Co.)']","['Established Relationship', 'Pregnancy Scares', 'Lucy is scared', ""But she's got Lockwood"", 'Lockwood just wants to be strong for her', ""they're so in love"", 'The Skull Being Annoying (Lockwood & Co.)', 'Mentions of George and Flo', 'Vague mentions of sex', 'Companion piece to Behind Closed Doors', 'But you can read it without reading Behind Closed Doors']","She was late. Her period was late.Or: Lucy is scared she might be pregnant. It gets Lockwood thinking about their future.Companion one shot to Behind Closed Doors, but reading it isn't necessary.",Teen And Up Audiences,1,1,completed,2023-04-21,26.0,oneshot
