link,title,author,published,updatedate,chapters,language,words,kudos,comments,bookmarks,hits,warning,relationship,characters,tags,summary,rating,series,chapter,chapter_max,completion,currentdate,datediff_pub,datediff,classification,lastauthorupdate,firstauthorupdate,author_lastupdate_diff,daysactive,daysincefirtupload,author_activity,num_relationship,num_characters,num_tags,prev_words,prev_hits,prev_kudos,prev_comments,prev_bookmarks
https://archiveofourown.org/works/46997644,If The Books Could Talk...,ScienceFantasy93,2023-05-06,2023-05-10,2/3,English,"17,996",96,38,14,"2,123",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","mostly book canon, Could work with the TV show, Takes place in the middle of THB, Aged up characters, Dom!Lockwood, brat!Lucy, sub!lucy, repressed!Lockwood, repressed!Lucy, Sex, Library Sex, Spanking, Masturbation, Cock Warming, Dirty Talk, filthy actually, Lockwood is filthy, But so is Lucy, Lockwood is punishing Lucy, Mentions of self-edging, Fantasizing, Lockwood steals Lucy's knickers again, all the filth, Potential BDSM, mentions of BDSM, Mentions of Voyeurism, Mentions of exhibitionism, blanket apology to Jonathan Stroud, I'm so sorry for the filth in this, but the author regrets nothing at the same time, Oral Fixation, they're idiots, but kinky idiots","“Not all ghosts are evil, Lockwood!” Lucy snapped, storming towards him. She stood on her tiptoes so they were almost nose to nose. “I made a mistake. But I didn’t get Ghost Touched! I’m fine!”“You disobeyed me,” he growled. “At any other agency you would be punished.”“Then what’re you going to do?” she found herself taunting. “You can’t take me off of active duty, so that leaves you with your hands tied. There’s not a damn thing you can do about it, Lockwood.”There. Try to top that, Lockwood.“I could spank you.” Or: After the Wintergarden mansion job, Lockwood takes matters into his own hands. And so does Lucy.",Explicit,Part 1 of If The Books Could Talk,2,3,incomplete,2023-06-16,41,37,multichapter(updating),2023-06-15,2023-01-31,1,135,136,active,1,2,33,"17,996","2,034",94,38.0,14.0
https://archiveofourown.org/works/47042248,You Pull Me In (And I'm A Little More Brave),WaitingForMyHogwartsLetter,2023-05-08,2023-05-08,1/1,English,"3,555",87,14,6,489,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim (briefly)","I Wrote This While Listening to Taylor Swift's Music, Dancing in the Rain, First Kiss, POV Third Person Omniscient, Sunrises",Lockwood and Lucy are making their way home after a job when they get caught in the rain. They decide to make the most of it.,Teen And Up Audiences,not a series,1,1,completed,2023-06-16,39,39,oneshot,2023-06-16,2023-02-23,0,113,113,active,1,3,5,"3,555",463,79,14.0,5.0
https://archiveofourown.org/works/47722444,Counting the Stars and Over the Moon,cherriepixie27,2023-06-07,2023-06-07,1/1,English,"6,983",35,9,4,555,No Archive Warnings Apply,"Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/George Cubbins | George Karim","Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","OT3, cot3, Only One Bed, First Time, Threesome - F/M/M, Established Relationship, Smut, Shameless Smut, Hurt/Comfort, Minor Injuries, Oral Sex, Blow Jobs, Anal Sex, Fluff and Smut, Jealousy, Not Suitable/Safe For Work, NSFP, Enthusiastic Consent, Memories, Love Confessions, Falling In Love, Panic Attacks, Healthy Relationships, Queer Themes, Polyamory","Over tea after wrapping up a case, our trio reminisces over a different post-job evening. Written for the May 2023 Chaos Discord writing prompt: only one bed.",Explicit,not a series,1,1,completed,2023-06-16,9,9,oneshot,2023-06-07,2023-02-25,9,102,111,active,4,3,25,"6,983",309,25,6.0,3.0
https://archiveofourown.org/works/47200042,The Parting Glass,ConYamArtist (TinCanTelephone),2023-05-15,2023-05-15,1/1,English,"4,368",87,22,6,439,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & The Skull","Lucy Carlyle, The Skull (Lockwood & Co.), Anthony Lockwood","lockwood has like 3 lines lol, whatever still counts, Future Fic, Canon Compliant, Epilogue, of sorts, Post-Book 05: The Empty Grave (Lockwood & Co.), Spoilers for Book 05: The Empty Grave (Lockwood & Co.), Some Humor, Late Night Conversations, Bittersweet, Post-Canon","Over a glass of wine, Lucy says goodbye to an old friend.",Teen And Up Audiences,not a series,1,1,completed,2023-06-16,32,32,oneshot,2023-06-06,2023-04-14,10,53,63,active,2,3,12,"4,368",428,85,21.0,6.0
https://archiveofourown.org/works/44816296,take me back to the night we met.,drko,2023-02-05,2023-02-07,3/?,English,"2,487",26,0,1,363,Major Character DeathCreator Chose Not To Use Archive Warnings,Anthony Lockwood/Quill Kipps,"Anthony Lockwood, Quill Kipps, Lucy Carlyle, George Cubbins | George Karim, Kat Godwin, Bobby Vernon, Ned Shaw","Angst, kipps still has his talent, Survivors Guilt, Post Season 1, they were in love your honour, Implied/Referenced Self-Harm, Implied Relationships, Hurt No Comfort, no sexual relationships - Freeform",what if kipps lost anthony but they were in love and too afraid to say anything(abandoned fic),Mature,not a series,3,?,incomplete,2023-06-16,131,129,multichapter(dormant),2023-02-07,2023-02-05,129,2,131,inactive,1,7,9,"2,487",363,26,0.0,1.0
https://archiveofourown.org/works/44931259,The silver ring,The_Biscuit_Agreement,2023-02-10,2023-02-10,1/1,English,579,277,31,25,"1,581",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim",Rings,"While in the basement, Lucy finds an unexplained source.",General Audiences,not a series,1,1,completed,2023-06-16,126,126,oneshot,2023-06-06,2023-01-30,10,127,137,active,1,3,1,579,"1,569",273,31.0,25.0
https://archiveofourown.org/works/47519422,life is a buffet (and i'm going home),chahakyn,2023-05-29,2023-05-29,1/1,English,"9,312",49,9,5,429,No Archive Warnings Apply,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Aged-Up Character(s), Canon Compliant, Walking In On Someone, Masturbation, Mutual Masturbation, Mutual Pining, Accidental Voyeurism, POV Alternating, 5+1 Things","Okay, look. Look, it is not Lucy’s fault, alright? Whatever just happened, what happened in there, she’s entirely blameless for. If Lockwood wanted some privacy, then he should’ve locked his door, or maybe put up a sign, or maybe tried not to wank in his own bedroom in broad daylight—Fuck. She just walked in Lockwood touching himself.--5 times George, Lockwood, and Lucy overhear/walk-in on each other and one time they actually do something about it.",Explicit,not a series,1,1,completed,2023-06-16,18,18,oneshot,2023-06-12,2023-05-24,4,19,23,active,1,3,9,"9,312",355,43,8.0,5.0
https://archiveofourown.org/works/46125103,i'd blind myself to see it,hazelnut_chai,2023-03-30,2023-03-30,1/1,English,"5,221",203,14,31,"1,330",No Archive Warnings Apply,"Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Sword Fighting, Tea as a love language, Sick Character, Kissing as a diversion, Undercover as a Couple, Idiots in Love, cot3, slaps roof of fic this bad boy can fit so many tropes in it","Every single person living at 35 Portland Row is convinced they are clearly flirting with the others, and that the others are particularly dense to this sort of thing. Every single one of them is right.",Teen And Up Audiences,not a series,1,1,completed,2023-06-16,78,78,oneshot,2023-05-23,2023-03-30,24,54,78,active,4,3,8,"5,221","1,300",198,14.0,29.0
https://archiveofourown.org/works/47422114,no other sadness in this world would do,lilrowantree,2023-05-25,2023-05-25,1/1,English,"2,000",15,2,1,193,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Quill Kipps, Anthony Lockwood & Quill Kipps","Lucy Carlyle, Anthony Lockwood, Quill Kipps","this is my excuse to just rewrite scenes from the hunger games, casefic with no actual ghosts, they're on a quest, i will make them sad, author holds no regrets, i didnt tag it major character death but technically lockwood dies, can you tell i like the hunger games, angst?? i think??, author does not have a plan, I Wrote This While Listening to Taylor Swift's Music","Death had always had such a tight grasp on poor Anthony’s life, a phrase that seemed to echo through every DEPRAC officer and looming adult we met. It echoed through my own mind then, the words acting as the shattered glass stopping me from breaking down.The glass was broken now, and I fell to pieces on the floor next to him crying in a way that could not have been anything human.orA dwelling need for answers leads Lockwood & Co. on a unexpected hunt, through darkened tunnels with ashen walls and air that smells a little too close to smoke.orme rewriting scenes from the hunger games - The forcefield scene this time.",General Audiences,not a series,1,1,completed,2023-06-16,22,22,oneshot,2023-05-25,2023-02-18,22,96,118,active,3,3,10,"2,000",186,15,2.0,1.0
https://archiveofourown.org/works/47564686,Statistically Improbable,siapom,2023-05-31,2023-05-31,1/1,English,"2,162",55,14,2,395,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/George Cubbins | George Karim","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Aged-Up Character(s), cot3, sfp, LGBTQ Character, Pre-Poly, Developing Relationship, confusion reigns, relationship conversations, coniving shenanigans, Doubt, Nervousness, Hope, if you think i'm missing something please say so in comments","May Prompt: Only One Bed“There has to be a way to get it through his thick, but brilliant, skull. Although forcing ourselves into bed with him wasn’t on my list of things to try.”",Teen And Up Audiences,not a series,1,1,completed,2023-06-16,16,16,oneshot,2023-05-31,2023-04-29,16,32,48,active,4,3,13,"2,162",339,49,14.0,2.0
https://archiveofourown.org/works/47558008,Anthony Lockwood's Growing List Of Things He Should Tell His Friends,Crys_Cabbage,2023-05-31,2023-05-31,3/3,English,"7,965",99,13,13,810,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle & Anthony Lockwood, George Cubbins | George Karim & Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim, Lucy Carlyle/Anthony Lockwood","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, The Skull (Lockwood & Co.)","Hurt/Comfort, 2 + 1 Fic, I can't tag for shit, Anthony Lockwood is a Mess, Sick Anthony Lockwood, Hurt Anthony Lockwood, Anthony Lockwood Needs a Hug, George Cubbins | George Karim is So Done with Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim Swears, Let everyone swear, Hidden Injuries","Or2 times Lockwood didn't tell Lucy and George something and 1 time he chose to.It wasn't like Lockwood intentionally kept information from them.It wasn't like he woke up every morning thinking, ""Hm, I wonder what I should lie about today.""He just forgets that there's people around him that would like to know these things.",Teen And Up Audiences,not a series,3,3,completed,2023-06-16,16,16,multichapter(complete),2023-05-31,2023-05-31,16,0,16,active,4,4,11,"7,965",680,81,11.0,11.0
https://archiveofourown.org/works/46025245,Pet Snake,Merthur_Klance_Hualian,2023-03-26,2023-03-26,1/1,English,362,15,0,1,102,Creator Chose Not To Use Archive Warnings,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Crack, No Plot/Plotless, Snake as a pet, No Beta",Lucy impulsively bring a snake home.Drabble,Not Rated,Part 2 of One shots- Lockwood & Co,1,1,completed,2023-06-16,82,82,oneshot,2023-03-26,2023-03-26,82,0,82,inactive,1,3,4,362,100,15,0.0,1.0
https://archiveofourown.org/works/46868860,Falling Apart Just to Say I Love You,ergo_a_coconut,2023-05-01,2023-05-01,1/1,English,"13,889",29,1,4,389,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim, George Cubbins | George Karim & Anthony Lockwood, Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood, George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/George Cubbins | George Karim","George Cubbins | George Karim, Lucy Carlyle, Anthony Lockwood","Angst, Angst with a Happy Ending, Lots of Angst, cannot stress that enough, vague happy ending, Unrequited Love, Not Actually Unrequited Love, Kipps is referenced in the form of a cat, Autistic George Cubbins | George Karim, Overstimulation, Crying, canon is a joke, Vague Book Spoilers, not really tho?, this is a story about grief and loss not ghosts or canon plot, Panic Attacks",George has the horrible revelation that Lucy and Lockwood don't love him anymore and he's just a burden to them and nothing else. And instead of having a mature conversation about it he runs away and makes the plan to spend the rest of his life hiding from them.,Not Rated,not a series,1,1,completed,2023-06-16,46,46,oneshot,2023-05-08,2023-03-24,39,45,84,active,6,3,16,"13,889",369,27,1.0,4.0
https://archiveofourown.org/works/45095500,whiskers on kittens,1amgirl,2023-02-16,2023-02-16,1/1,English,"4,761",597,75,114,"3,779",No Archive Warnings Apply,"Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/George Cubbins | George Karim, Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim/Anthony Lockwood","Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Tea as an Expression of Deep Love and Affection, First Kiss","“No, Lucy,” Lockwood hisses back, “I just bared my heart for fun and made up a whole nauseating story about liking my best mate—”“Yes, yes, alright,” she whispers furiously, “You shall have to build a shrine of gratitude to me after this. Without me, you two never would have managed.”",Teen And Up Audiences,not a series,1,1,completed,2023-06-16,120,120,oneshot,2023-03-22,2023-02-16,86,34,120,inactive,4,3,2,"4,761","3,735",592,75.0,113.0
https://archiveofourown.org/works/47784598,Season 2: The Hollow Boy,jacksparrow589,2023-06-10,2023-06-10,1/8,English,"1,595",16,12,2,148,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Holly Munro/Holly Munro's Girlfriend, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood & Holly Munro","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Holly Munro's Girlfriend, Quill Kipps, The Skull (Lockwood & Co.)","the hollow boy spoilers, minor divergences from book canon, mostly to track with the way the show characters are different, but don't you worry there is so much angst, but also some hopefully surprising funny bits","Starting where the show left off and going from there, this is the first in a how-it-could-have-gone series because we just couldn't help ourselves. Cleaves fairly closely to book canon, but with obvious liberties taken.In this fic we will see Lucy's trip home, Holly's arrival, and several other disasters because that's basically THB in a nutshell.",Teen And Up Audiences,Part 1 of Lockwood & Co: Show Continuation (The Jack & Roz edition),1,8,incomplete,2023-06-16,6,6,multichapter(updating),2023-06-10,2023-04-03,6,68,74,active,3,7,5,0,0,0,0.0,0.0
https://archiveofourown.org/works/44907388,Connections,The_Biscuit_Agreement,2023-02-09,2023-04-26,6/?,English,"14,892",270,123,43,"4,087",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Montagu Barnes, Quill Kipps","Ghosts, Coma, Emotional Hurt/Comfort, Angst, Murder, Hospitalization",Lockwood forms a psychic link with a dead young agent and the group try to use it to work out how the agent died with disastrous consequences.,Teen And Up Audiences,not a series,6,?,incomplete,2023-06-16,127,51,multichapter(updating),2023-06-06,2023-01-30,10,127,137,active,1,5,6,"14,892","4,067",270,121.0,43.0
https://archiveofourown.org/works/47660152,Sundress Season,Lindzm1318,2023-06-05,2023-06-05,1/1,English,"8,143",60,9,3,673,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle/George Karim, Kat Godwin/Bobby Vernon, Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Kat Godwin, Quill Kipps","cot3, NSFW, NSFP, explicit - Freeform, Vaginal Fingering, Pride, Bisexual, demisexual, Pansexual, Oral Sex, Vaginal Sex, What other tags???, Drinking, Semi-Public Sex",Lucy goes to Pride and wears a sundress. George and Lockwood lose their minds.,Explicit,not a series,1,1,completed,2023-06-16,11,11,oneshot,2023-06-15,2023-02-12,1,123,124,active,4,5,14,"8,143",524,52,6.0,2.0
https://archiveofourown.org/works/46858405,Behind locked eyes,Theatrenerd108,2023-04-30,2023-04-30,1/1,English,"1,822",8,0,0,39,No Archive Warnings Apply,Lucy Carlyle & Norrie White,"Lucy Carlyle, Norrie White's Parents, Norrie White","Moorgate Mill, Hurt No Comfort, ghostlocked, norrie’s pov, Lucy Carlyle needs a hug, norrie needs a hug, Everyone Needs A Hug, How Do I Tag, I Wrote This Instead of Sleeping","I feel myself stop as a feeling of dread and coldness wash over me. The adrenaline slip from my figures as I try to look away from the ghost, but I can’t, I can’t look away, I can’t move a single muscle. The world goes black around me.",General Audiences,not a series,1,1,completed,2023-06-16,47,47,oneshot,2023-04-30,2023-04-30,47,0,47,active,1,3,9,"1,822",37,8,0.0,0.0
https://archiveofourown.org/works/47048677,"rain soaking, blind hoping",Pages_turn,2023-05-08,2023-05-08,1/1,English,"6,699",78,12,8,634,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood & Holly Munro, George Cubbins | George Karim & Anthony Lockwood",,"Spoilers for Book 03: The Hollow Boy (Lockwood & Co.), Spoilers for Book 04: The Creeping Shadow, Angst, Angst with a Happy Ending, Found Family, George Cubbins | George Karim Needs a Hug, George Cubbins | George Karim is So Done with Lucy Carlyle/Anthony Lockwood, Hurt Anthony Lockwood, Mild Hurt/Comfort, The Necklace(TM), Show References, First Kiss","MAJOR SPOILERS FOR THE END OF THE HOLLOW BOY, AND ALSO SOME FOR THE FIRST HALF OF THE CREEPING SHADOW!!! You have been warned.-It was raining outside the café the day Lucy left for good, because apparently even the universe knew there was no changing her mind before Lockwood did.orA story of how the three protagonists of 35 Portland Row react to Lucy's departure.",Teen And Up Audiences,not a series,1,1,completed,2023-06-16,39,39,oneshot,2023-05-25,2023-03-18,22,68,90,active,3,0,12,"6,699",609,77,12.0,8.0
https://archiveofourown.org/works/46827523,Straight from the bottle,KingOfTheMayflowers,2023-04-29,2023-04-29,1/?,English,"2,553",20,4,0,204,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood","Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Angst, Hurt/Comfort, Implied/Referenced Alcohol Abuse/Alcoholism, Comfort Sex, Dubious Consent, Drunk Sex, Other Additional Tags to Be Added, Tags May Change, Aged-Up Character(s), Depression","Everyone knew they would lose their psychic abilities sooner or later. They just didn't expect it to be so hard to live without.****""We were kids! We were risking our lives to keep this place running!"" I set the cup down, and took a breath to kill the rise in my voice before it got too heated. ""We were used, Lockwood. Every agent, night watch kid, and sensitive was used. There's a new kid's death splayed in bold print on my desk every day. The ones at the bigger agencies that got to grow up just stayed there. We weren't, so we didn't.""****Me: hm I should work on my ficAlso me: (starts another)The two aren't connected in any way, but again, the target audience is more for those that have read the books because there are vague spoilers that relate mostly to the characters rather than the plot if that makes sense?If you haven't guessed already, the fic is my take on what happens after the kids lose their talents and become more depressed than they already were, set about 7-9 years after TEG.",Explicit,not a series,1,?,incomplete,2023-06-16,48,48,multichapter(updating),2023-04-29,2023-02-16,48,72,120,active,2,3,10,"2,553",202,20,4.0,0.0
https://archiveofourown.org/works/47088610,fever dream high in the quiet of the night,LucysRapier,2023-05-10,2023-05-10,1/1,English,"3,292",108,12,4,"1,224",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","Porn Without Plot, banter as per usual","after successfully closing another case, lockwood and lucy decide to work off some of their adrenaline in a way that's becoming all too familiar.",Explicit,not a series,1,1,completed,2023-06-16,37,37,oneshot,2023-05-19,2023-05-10,28,9,37,active,1,2,2,"3,292","1,184",105,12.0,4.0
https://archiveofourown.org/works/47721877,"Kisses, Dates, Moments in a relationship",lulubookworm,2023-06-07,2023-06-07,1/?,English,"1,311",30,0,0,316,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood","George Cubbins | George Karim, Holly Munro, Quill Kipps, Lockwood & Co. Members, Anthony Lockwood, Lucy Carlyle, Flo Bones","Domestic Fluff, Domestic Bliss, Domestic, Established Relationship, Pre-Relationship, Developing Relationship, First Dates, Kiss Kiss Fall in Love, Idiots in Love","We all saw the chemistry between Lockwood and Lucy. We all know they will be a couple. But how will it happen?A story about the walk, the first kiss, the first date and more. Moments from their domestic life and their developing relationship.",General Audiences,not a series,1,?,incomplete,2023-06-16,9,9,multichapter(updating),2023-06-07,2023-04-07,9,61,70,active,2,7,9,"1,311",255,29,0.0,0.0
https://archiveofourown.org/works/46931593,I Lie Awake Next to You,Meguran,2023-05-03,2023-05-23,7/?,English,"11,389",134,76,6,"3,503",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Quill Kipps, Holly Munro","Mutual Pining, In Bed Together, Eventual Smut, George is such a good friend, Teasing, talk of exhibitionism, Dirty Talk, Lockwood is such a tease, Lucy likes it, Kinks, BDSM, Mentiones of BDSM play gone wrong, Choking, degradation kink",Lockwood and Lucy share a bed,Explicit,Part 1 of Only One Bed,7,?,incomplete,2023-06-16,44,24,multichapter(updating),2023-06-16,2023-04-19,0,58,58,active,1,5,14,"11,389","3,433",132,76.0,6.0
https://archiveofourown.org/works/44980867,Teenagers Scare the Livin’ Shit Out of Me,greatersafety,2023-02-12,2023-02-12,1/1,English,685,13,0,0,62,No Archive Warnings Apply,,"Alex | S Tier, Morgan | D Tier","They/Them Pronouns for Morgan | D Tier, They/Them Pronouns for Alex | S Tier, spooky ghosts prompt, My first fic","“Hey Morgan! Want to go to London?”“Maaaaybe? Why, what’s in London?”“Teenagers fighting ghosts!”",Teen And Up Audiences,not a series,1,1,completed,2023-06-16,124,124,oneshot,2023-02-12,2023-02-12,124,0,124,inactive,0,2,4,685,62,13,0.0,0.0
https://archiveofourown.org/works/45965872,"Winter, Spring, Summer or Fall",annlaurence70,2023-03-23,2023-03-29,6/6,English,"6,517",167,17,13,"1,938",No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood, Lucy Carlyle & Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim, George Cubbins | George Karim & Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Kat Godwin, Bobby Vernon, Arif (Lockwood & Co.), Montagu Barnes, Marissa Fittes (mentioned), Original Male Character(s)","Friendship, 5+1 Things",OR Five Examples of Lockwood Caring for Lucy and One of George Chapter 1 Lockwood butters Lucy’s toast,General Audiences,not a series,6,6,completed,2023-06-16,85,79,multichapter(complete),2023-03-29,2023-03-07,79,22,101,inactive,5,10,2,"6,517","1,914",163,16.0,12.0
https://archiveofourown.org/works/47536093,Can You Play Me a Memory?,catmomtac,2023-05-30,2023-05-30,1/1,English,"2,250",65,10,5,465,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","no major spoilers but mentions jessica, Locklyle, piano music, learning an instrument, Domestic Fluff, First Kiss, Lockwood is such a romantic",Fluffy one shot where Lockwood learns to play the piano… why? For Lucy of course.Inspired by a conversation in the chaos discord.,Not Rated,not a series,1,1,completed,2023-06-16,17,17,oneshot,2023-06-14,2023-04-29,2,46,48,active,1,3,7,"2,250",441,63,9.0,5.0
https://archiveofourown.org/works/47356699,you're stuck on me like a tattoo,official_djungelskog,2023-05-22,2023-05-30,2/2,English,"7,000",166,68,14,"1,141",No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood, Anthony Lockwood & Jessica Lockwood, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood, Lucy Carlyle & Norrie White","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Jessica Lockwood, Celia Lockwood, Donald Lockwood","Soulmate-Identifying Marks, Soulmates, Alternate Universe - Soulmates, Romantic Soulmates, fusion of book and tv canon again, will eventually contain spoilers for The Hollow Boy, first chapter is pre-canon, Safe For Work, Safe for Pandas, all aboard the angst train choo choo, Locklyle, no beta we die like Jessica Lockwood, author is playing it fast and loose with ages in this fic, american writing brits, spell-check is set to british english, Angst with a Happy Ending, Happy Ending","""In the year since they started communicating, Anthony’s found out that his soulmate is a girl, her favourite colour is blue, and she has six older sisters. The conversations are still rather basic at this point, but they always manage to cheer him up even a little bit. He’s taken to calling her “L,” and she calls him “Big A” to his annoyance. He’s not quite sure where she came up with that nickname. He lets her do it, though. He’d let her do anything as long as it meant she’d keep writing to him.Again, he’s six at this point, so he doesn’t think this exactly. All he knows is that nobody else in the world, not even Jessica, is allowed to call him anything other than “Anthony,” but he’ll give L a pass because she can’t know his actual name just yet. He just hopes she’ll call him “Anthony” when they finally meet in person.""Soulmates!AU two-shot where notes you write on your skin show up on your soulmate's and vice-versa.Will eventually contain spoilers for The Hollow Boy and The Creeping Shadow",Teen And Up Audiences,Part 3 of in each and every universe,2,2,completed,2023-06-16,25,17,multichapter(complete),2023-06-13,2023-04-07,3,67,70,active,5,6,17,"7,000","1,053",156,68.0,14.0
https://archiveofourown.org/works/45946240,denial is a river in egypt,twolivze,2023-03-23,2023-03-23,1/1,English,"1,576",38,9,0,652,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Denial of Feelings, Anthony Lockwood is a Mess, Lucy Carlyle needs a hug, Locklyle Week 2023 (Lockwood & Co.), Locklyle, George is fed up, Love Confessions",Lucy thinks Lockwood hates her.Anthony is stupid when it comes to feelings.George is tired of them.,General Audiences,not a series,1,1,completed,2023-06-16,85,85,oneshot,2023-03-23,2023-03-23,85,0,85,inactive,2,3,7,"1,576",645,38,9.0,0.0
https://archiveofourown.org/works/47116942,we were young enough to sign (along the the dotted line),FormallyLateLocklyle,2023-05-12,2023-05-12,1/1,English,"3,956",60,12,7,420,No Archive Warnings Apply,"Lucy Carlyle & Quill Kipps, implied/mentioned Locklyle","Quill Kipps, Lucy Carlyle, mentioned marissa fittes, mentioned George Karim, mentioned Anthony Lockwood, Mentioned Holly Munro","Angst, Hurt/Comfort, Friendship, Hospitals, No graphic injuries, Lucy Carlyle & Quill Kipps Friendship, kipps centric, Team as Family, Fluff and Angst, Angst and Humor, 35 Portland Row | Lockwood & Co. Headquarters, Post-Book 05: The Empty Grave (Lockwood & Co.), so spoilers","Fittes was broken. Even more broken than he had known. He used to feel admiration towards one Penelope Fittes. He felt honored to work under her.But Penelope Fittes was a lie. And he was a fool. Marissa Fittes was a monster. A monster who thrived because of the suffering she's inflected on others. One who wanted him dead and got him stabbed.So now he's sitting alone at a hospital bed. Alone with only his aching side to keep him company. He felt the pain of it even with all the drugs they've given him.Or he was alone, until a soft knock sounded at door.Or: Kipps was bored out of his mind while recovering at the hospital, until Lucy came to visit him",Teen And Up Audiences,not a series,1,1,completed,2023-06-16,35,35,oneshot,2023-06-15,2023-04-30,1,46,47,active,2,6,13,"3,956",385,55,12.0,5.0
https://archiveofourown.org/works/47596612,Truly Madly Deeply,MagicPeach,2023-06-02,2023-06-02,1/1,English,"2,660",19,12,0,549,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood/Norrie White, Lucy Carlyle/Anthony Lockwood, Lucy Carlyle/Norrie White, Anthony Lockwood/Norrie White","Lucy Carlyle, Anthony Lockwood, Norrie White","Threesome - F/F/M, Polyamory, Strap-Ons, Dildos, Double Penetration, Anal Sex, Vaginal Sex, Cunnilingus, Gratuitous Smut, Plot What Plot/Porn Without Plot","Lockwood and Norrie are eager to try out a new toy, and Lucy’s a bit hesitant.",Explicit,Part 2 of Lockwood/Lucy/Norrie,1,1,completed,2023-06-16,14,14,oneshot,2023-06-16,2023-03-17,0,91,91,active,4,3,10,"2,660",470,18,12.0,0.0
