link,title,author,published,updatedate,chapters,language,words,kudos,comments,bookmarks,hits,warning,relationship,characters,tags,summary,rating,series,currentdate,datediff_pub,datediff,chapter,chapter_max,completion,classification,lastauthorupdate,firstauthorupdate,author_lastupdate_diff,daysactive,daysincefirtupload,author_activity,num_relationship,num_characters,num_tags,prev_words
https://archiveofourown.org/works/46654159,Steal a Kiss and You'll Break Your Heart,Bookaholic711,4/21/2023,4/21/2023,1-Jan,English,"1,885",168,11,10,"1,002",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, Norrie White","Soft Anthony Lockwood, Minor Lucy Carlyle/Norrie White, Tea is how Lockwood expresses his feelings, Pre-Relationship, Angst, For a second I thought we were going to diverge from canon but Lockwood was too scared, sorry team, Post-Book 04: The Creeping Shadow (Lockwood & Co.), But it's show-verse","Lockwood had just meant to bring her a cup of tea after a hard job. But when he pauses at her door, he hears Lucy recording a tape to Norrie, and she's talking about him. He know he shouldn't, but somehow he finds himself lingering on the landing, tea going cold as he hangs on to her every word.",Teen And Up Audiences,not a series,5/25/2023,34,34,1,1,completed,oneshot,4/21/2023,3/29/2023,34,23,57,active,1,3,9,"1,885"
https://archiveofourown.org/works/46653535,Crossaints Look Like Crescent Moons,hestiareads,4/21/2023,4/21/2023,1-Jan,English,400,27,6,1,245,No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Arif (Lockwood & Co.)","Short One Shot, Short & Sweet, locklyle if you squint, Preteens, They are childish, Books personalities, Happy Eid Mubarak Kareem, Muslim Character, Set before the whispering skull, Arif is a Muslim, POV First Person, Lucy has a hole in her shorts, Domestic Fluff, Banter","Three things:Idk if Arif is canonically a Muslim but if he's not, well he is in this oneEid Mubarak Kareem to all Muslims celebrating :DLucy needs her chocolate drinks today",General Audiences,not a series,5/25/2023,34,34,1,1,completed,oneshot,5/15/2023,3/8/2023,10,68,78,active,1,4,14,400
https://archiveofourown.org/works/46652290,this self (having shed its attachments) was free for the strangest adventures,OceanSpray5,4/21/2023,4/21/2023,1-Jan,English,"5,431",105,26,8,780,No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","meet cute, First Kiss, kissing for a dare, Nerve (2016) AU, Lucy kisses Lockwood for a dare, he is absolutely not opposed, Motorcycles, specifically Lockwood on a motorcycle in a leather jacket","""Your dare is to kiss any stranger here."" George looks around at the neon establishment as if it has personally offended him somehow. ""Have you even kissed someone after Paul in the 3rd grade?""""Course I have!""""Yeah right."" George scoffs at her defensive tone.""It'll be fine."" Lucy growls back, looking around the diner impatiently for someone not completely repulsive and easy to kiss for at least 5 seconds. ""That one! He looks... less disgusting than everyone else.""She can only see half his face from where it's hidden behind a book but the boy she's pointing out does seem quite handsome. His dark hair is neat, he appears well groomed by the look of his clothes, and he isn't eating an overly greasy meal for one. He's just reading. A half empty tea cup grows cold in front of him.""He's wearing a full suit in a 70s themed diner!"" George balks at the absurdity.Or, the Locklyle Nerve AU Meet-Cute only like one (1) person asked for and wouldn't leave me alone until I wrote it.",General Audiences,not a series,5/25/2023,34,34,1,1,completed,oneshot,5/22/2023,3/2/2023,3,81,84,active,1,3,8,"5,431"
https://archiveofourown.org/works/46647835,It must be Love,OctoberSeventeenth,4/21/2023,4/21/2023,1-Jan,English,"2,654",68,2,2,969,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Montagu Barnes","Missing Scene, Spoilers Book 3 and 4, a little fluff, Cuddles, Comfort, Healing, Post Other Side, lucy is cold, Lockwood is too, Keeping eachother warm, It Must Be Love, Mostly safe for Pandas, george being george, Barnes being Barnes, He is just worried about them, George is worried too, That's why he brings them the condoms, Spooning, Sharing a Bed, getting a rest, Finally, Day Off, Hair Brushing, Lots of Touching, Reading Ghost Stories, sooo much comfort, They deserved it, Lucy in a towl, Lockwood in pyjamas","After their experience in the ghost realm Lucy and Lockwood quarantine in their room at the village’s inn. Barns has told them not to leave their room, probably mostly to avoid that they get involved with his investigation at the institute, but they make good use of the 3 days off work, to talk and maybe also some other things...Locklyle Fluff ensues.",Teen And Up Audiences,Part 21 of London Calling,5/25/2023,34,34,1,1,completed,oneshot,5/22/2023,3/15/2023,3,68,71,active,1,4,29,"2,654"
https://archiveofourown.org/works/46368916,Knockdown Sales,chiiyo86,4/21/2023,4/21/2023,1-Jan,English,"6,705",16,3,1,218,No Archive Warnings Apply,Teen And Up Audiences,"Quill Kipps, Anthony Lockwood, Kate Godwin","Canon Compliant, Spoilers for Book 03: The Hollow Boy (Lockwood & Co.), Ghosts, Arguing, Awkward Kissing","Working together on the Aickmere Brothers job, Quill and Lockwood have to battle Type Two ghosts as well as themselves - and each other.",Teen And Up Audiences,not a series,5/25/2023,34,34,1,1,completed,oneshot,4/21/2023,7/28/2019,34,1363,1397,active,1,3,5,"6,705"
https://archiveofourown.org/works/46644919,Human resources.,orphan_account,4/21/2023,4/21/2023,1-Jan,English,188,3,0,0,55,Creator Chose Not To Use Archive Warnings,Mature,"Steve Rotwell, Holly Munro","Set Between Book 03: The Hollow Boy and Book 04: The Creeping Shadow (Lockwood & Co.), Period Typical Attitudes, Period-Typical Racism, Period-Typical Sexism, Sexual Harassment","Holly Munro is sitting in an office, handing in her letter of resignation from the Rotwell Association.",Mature,not a series,5/25/2023,34,34,1,1,completed,oneshot,4/21/2023,4/29/2015,34,2914,2948,active,1,2,5,188
https://archiveofourown.org/works/46642321,Doors,Oighear,4/21/2023,4/21/2023,1-Jan,English,500,12,4,0,111,Major Character DeathNo Archive Warnings Apply,Teen And Up Audiences,Anthony Lockwood,"angstpril 2023, ambiguous situation, They could be dead, They could be just gone, still tagging MCD to be safe, Timeline What Timeline","Day 21: “You’re on your own, kid”Anthony Lockwood’s house has so many doors and he hates all of them.They’re all closed now.",Teen And Up Audiences,Part 21 of Angstpril 2023,5/25/2023,34,34,1,1,completed,oneshot,4/21/2023,4/21/2023,34,0,34,active,1,1,6,500
https://archiveofourown.org/works/46637182,All the Words I Don't Have,ohmyoverland (Blackbirdy),4/21/2023,4/21/2023,1-Jan,English,"2,267",214,27,10,"1,226",No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, The Skull (Lockwood & Co.), George Cubbins | George Karim","Fluff, Getting Together, Flowers, POV Lucy Carlyle, POV Third Person, Gift Giving, Jealousy, Bad Poetry, No Beta We Die Like Lockwood's Parents, No book spoilers but there is one (1) mention of Holly",Someone sends Lucy flowers without a note. Lockwood takes it as a challenge.,General Audiences,Part 1 of Locklyle Week 2023,5/25/2023,34,34,1,1,completed,oneshot,4/26/2023,3/23/2023,29,34,63,active,1,4,10,"2,267"
https://archiveofourown.org/works/46626169,Homecoming is for Alumni?,FionaDunn,4/20/2023,5/9/2023,2-Feb,English,"8,742",88,40,5,733,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Lucy Carlyle, Kat Godwin, Anthony Lockwood, George Cubbins | George Karim, Norrie White (mentioned), Jessica Lockwood (mentioned)","Alternate Universe - College/University, Alternate Universe - Modern Setting, Safe for Pandas, sfp, Safe For Lily, Safe For Work, sfw, Underage Drinking, frat party, Homecoming, Pre-Relationship, Dancing, Additoinal tags to be added","Its Homecoming at Lockwood and Lucy's University. Which means its time for parties, football and unexpected run-ins with lanky upperclassmen.Technically Sequel to You're In My Nook, but can be read as a stand-alone",Teen And Up Audiences,Part 3 of The Locklyle College Expereince,5/25/2023,35,16,2,2,completed,multichapter(complete),5/23/2023,2/7/2023,2,105,107,active,1,6,13,"8,742"
https://archiveofourown.org/works/46616701,yesterday we were just children,JennaTalbot,4/20/2023,4/26/2023,7-Jul,English,"21,878",141,106,17,"2,804",Rape/Non-Con,Explicit,"Lucy Carlyle, Anthony Lockwood, Marissa Fittes, George Cubbins | George Karim, Flo Bones, Ezekiel (Lockwood & Co.), Montagu Barnes","Major book spoilers, teg spoilers, Book 5 spoilers, takes place at the end of TEG, Canon Divergence, shameless blending of book and show canon, dead dove do not eat, mercenary behaviors, Physical Torture, Mental Torture, Involuntary Possession, rape/noncon, Vomiting, Panic Attacks, Fainting, Self-Loathing, Angst, Hurt/No Comfort, Whump, Consensual Sex, there is a happy ending i promise, Dystopian Vibes","“Promise me he’ll live.""“Of course, darling,” Marissa purred. “I always keep my promises. Lockwood will live, if you say yes.”“I’ll do it,” Lucy said softly.He had thought that was the end. He’d been wrong. That had merely been the beginning, the necessary setup and context to the finale that had just played out in front of him while he lay against the cabinetry, helpless.",Explicit,Part 1 of stepped into a cruel world,5/25/2023,35,29,7,7,completed,multichapter(complete),5/8/2023,3/23/2023,17,46,63,active,1,7,22,"21,878"
https://archiveofourown.org/works/46616434,waves that will never rest,ev0lution,4/20/2023,4/23/2023,2-Feb,English,"15,476",200,31,30,"1,721",Creator Chose Not To Use Archive Warnings,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Holly Munro","Spoilers for all books, This series has me in a CHOKEHOLD, Post-Books, casefic, sort of slow burn",Lucy and Lockwood take their time.,General Audiences,not a series,5/25/2023,35,32,2,2,completed,multichapter(complete),4/23/2023,4/20/2023,32,3,35,active,1,5,5,"15,476"
https://archiveofourown.org/works/46626352,Portofino,OctoberSeventeenth,4/20/2023,4/21/2023,3-Mar,English,"1,352",8,2,1,185,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Quill Kipps, Kat Godwin, Ned Shaw, Bobby Vernon, George Cubbins | George Karim, Anthony Lockwood","Missing Scene, pre-books, Pre-show, A Bit of Fluff, Mostly them being friends, Fittes Gang, Mild Spoilers for books 3 and 5, mostly concerning Lockwoods family, I love Kat Goodwin, Kat being a bitch, Quill PoV, George POV","It is the summer before Lucy moves to London.Quill Kipps and his team enjoy the perks of being the top team at Fittes and speculate about the motives of mysterious bastard Anthony Lockwood, who is now starting his own agency.Fitte's associate George Karim meets said mysterious bastard during a visit to the library and the two become friends.",Teen And Up Audiences,Part 20 of London Calling,5/25/2023,35,34,3,3,completed,multichapter(complete),5/22/2023,3/15/2023,3,68,71,active,1,6,12,"1,352"
https://archiveofourown.org/works/46633966,"Fish and chips, with a cold Fanta twist.",DropsOfAddiction,4/20/2023,4/20/2023,1-Jan,English,"3,380",158,18,6,"1,193",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, Flo Bones, George Cubbins | George Karim, Quill Kipps, Kat Godwin","Protective Anthony Lockwood, Flirty Anthony Lockwood, Flirty Lucy Carlyle, Good Friend George Cubbins | George Karim, Fluff and Humor, Fluff, Breasts, Uncomfy bra, Dresses, lucy wears blue, Unresolved Romantic Tension, Unresolved Sexual Tension, cleavage, Undressing, Idiots in Love, POV Lucy Carlyle, Toast, Jealous Anthony Lockwood, hand holding, Fish & Chips, Misunderstandings, Locklyle, Sexy, Eye Contact, Friendship/Love, Developing Relationship, Anthony Lockwood Being Anthony Lockwood, Anthony Lockwood Being an Idiot, Party, Champagne, hiding in the loo, Teasing","I was bored to tears, sat there like a loner, clutching my glass of champagne and I was hellishly uncomfortable too.I’d had to buy a new dress for this. Thankfully, this time Lockwood offered to pay for it, as a thank you for coming with him. The new bra that I’d been forced to get to go with it was digging mercilessly into my ribs.The dress itself was a floaty, short little number, a wrap dress, the sales assistant had called it.The bits all tied together into a bow at one side. It was a soft baby blue colour, satiny feeling and it wasn’t me at all.I suppose objectively it was very pretty. Lockwood certainly had kept staring at me in it, so I didn’t hate it as much as I wanted to. But it wasn’t a skirt and my comfy leggings, that’s for sure.",Teen And Up Audiences,Part 2 of Naked chicken,5/25/2023,35,35,1,1,completed,oneshot,5/4/2023,4/2/2023,21,32,53,active,1,6,32,"3,380"
https://archiveofourown.org/works/46632634,the night is alive,shelly (relightthatspark),4/20/2023,4/20/2023,1-Jan,English,"1,355",22,3,2,214,No Archive Warnings Apply,General Audiences,Anthony Lockwood,"Angst, Introspection, POV Anthony Lockwood, sort of kind of locklyle?, staring at lucy's handwriting on a tablecloth is a love language, Implied/Referenced Character Death","The night is alive, but Lockwood is silent. Stuck with an empty heart, stubbornly beating, and heavy limbs that drag him from sunset to sunset. Friends at his side that, no matter how grateful he is to have, he can never stop thinking about how and when they'll be lost.",General Audiences,not a series,5/25/2023,35,35,1,1,completed,oneshot,4/26/2023,3/26/2023,29,31,60,active,1,1,6,"1,355"
https://archiveofourown.org/works/46616116,Just a dream?,orphan_account,4/20/2023,4/20/2023,1-Jan,English,234,0,0,0,69,No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, Holly Munro","No Plot/Plotless, Spoilers for Book 05: The Empty Grave (Lockwood & Co.), Dreams and Nightmares, Red Room (Twin Peaks)",Lucy Awakens from a strange dream one morning and ponders it's meaning.,General Audiences,not a series,5/25/2023,35,35,1,1,completed,oneshot,4/21/2023,4/29/2015,34,2914,2948,active,1,3,4,0
https://archiveofourown.org/works/46608505,Just Another Normal Day...Right?,Meguran,4/19/2023,4/22/2023,7-Jul,English,"7,221",117,69,7,"1,741",Creator Chose Not To Use Archive Warnings,Explicit,"Anthony Lockwood, Lucy Carlyle","Masturbation in Shower, New to this please forgive me, Eventual Smut, Pining, Sexual Tension",Lockwood takes a shower and the water isn't the only thing that gets heated.,Explicit,not a series,5/25/2023,36,33,7,7,completed,multichapter(complete),5/25/2023,4/19/2023,0,36,36,active,1,2,5,"7,221"
https://archiveofourown.org/works/46612807,Nice towel Luce…,DropsOfAddiction,4/19/2023,4/19/2023,1-Jan,English,"1,362",164,23,6,"1,169",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Towels, streaking, Flirty Anthony Lockwood, Flirty Lucy Carlyle, POV Lucy Carlyle, Nice towel, happy trail, Scents & Smells, Fluff and Humor, Idiots in Love, Unresolved Romantic Tension, Unresolved Sexual Tension, Lockwood’s bum","Lockwood was right in front of me now, so close I could count the water droplets hanging off his floppy dark hair. I huffed, frustrated.He was ridiculous and he had no idea how he affected me. I decided to give him my best glare, just because it was safer than getting caught up in a little staring match with him, save me from combusting.He honest to god laughed then, the cheek of him, so comfortable standing there, clad in just a towel in the middle of my bedroom.I punched him lightly in the chest and regretted it instantly, because he was firm and his skin felt nice, plus I was just noticing he smelled like my lavender body wash.",Teen And Up Audiences,Part 1 of Naked chicken,5/25/2023,36,36,1,1,completed,oneshot,5/4/2023,4/2/2023,21,32,53,active,1,3,13,"1,362"
https://archiveofourown.org/works/46612975,"Of Potatoes, Fish, Mushrooms and Sausages",hestiareads,4/19/2023,4/19/2023,1-Jan,English,"1,839",31,4,2,310,No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, The Skull (Lockwood & Co.)","Book 03: The Hollow Boy (Lockwood & Co.), Pre-Relationship, Domestic, Banter, Shopping, Farmer's Market, locklyle if you squint, Books! Personalities, Pre-The Hollow Boy, Or Mid The Hollow Boy, Pre Book 3, Lucy and George are best friends and siblings, Lockwood is a boy, The Skull is mentioned, Food, Ages 15-16, Preteens, Mentions of meat? I'm sorry? And butcherism?, Lucy loves cats, warmth, Studio Ghibli, 1st POV",Basically Lucy and George goes to the farmer's market 😃Locklyle if you squint,General Audiences,not a series,5/25/2023,36,36,1,1,completed,oneshot,5/15/2023,3/8/2023,10,68,78,active,1,4,22,"1,839"
https://archiveofourown.org/works/46612264,Heat Waves,annalise_xoxo,4/19/2023,4/19/2023,1-Jan,English,"2,217",70,15,4,659,No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood","Locklyle, dirty sweaty bodies, Chaos Discord Monthly Prompts, Fluff and very light angst, very tame intimacy, idk how to do tags!, My First Fanfic, Not Beta Read, april prompt","Lockwood and Lucy do chores, job prep, and some silly rapier practice on an unbearably hot day.",Teen And Up Audiences,not a series,5/25/2023,36,36,1,1,completed,oneshot,5/22/2023,4/19/2023,3,33,36,active,1,2,9,"2,218"
https://archiveofourown.org/works/46609009,"baby, you're like lightning in a bottle",official_djungelskog,4/19/2023,4/19/2023,1-Jan,English,"2,663",27,8,0,638,No Archive Warnings Apply,Explicit,"Lucy Carlyle, Anthony Lockwood","Midwestern AU, NSFW, Plot What Plot/Porn Without Plot, very minimal backstory needed, There Was Only One Bed, Locklyle, Missourian Anthony Lockwood, Minnesotan Lucy Carlyle, Lucy Carlyle needs a hug, Anthony Lockwood Needs a Hug, Storm Chasing, Tornadoes","If you had asked me 24 hours ago if I’d ever find myself making out with Anthony J. Lockwood in a dingy motel room in Kirksville, Missouri, I would’ve laughed before emphatically responding “no.”Takes place during chapter 4 of my fic ""Riders on the Storm,"" but can be read as a standalone as well.",Explicit,Part 2 of Riders on the Storm,5/25/2023,36,36,1,1,completed,oneshot,5/22/2023,4/7/2023,3,45,48,active,1,2,12,"2,663"
https://archiveofourown.org/works/46606960,Firsts,MagicPeach,4/19/2023,4/19/2023,1-Jan,English,"1,703",119,26,3,"1,290",No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood","Domestic, Slice of Life, Confessions, Jealousy","Lockwood finally asks Lucy some questions about herself, and she learns a bit about him as well.Also, doing dishes together can be sexy.~*~She could feel his gaze, refusing to return it, holding out another spoon instead. He took it slowly, finger sliding across her knuckle with an aching tenderness that stole her breath. She reveled in the touch before tearing her hand away, clearing her throat.",General Audiences,Part 3 of The Weight of Us,5/25/2023,36,36,1,1,completed,oneshot,5/25/2023,3/17/2023,0,69,69,active,1,2,4,"1,703"
https://archiveofourown.org/works/46597123,The Great Beyond,vocallywritten,4/19/2023,4/19/2023,1-Jan,English,"2,403",207,25,14,904,Major Character Death,General Audiences,"Celia Lockwood, Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Technically covers the events of the entire book series, but we dont get specific, Vague Elements of Unreality, Just an excuse to write a story that is 90 percent my own personal headcanon about how ghosts work, motherly musings, The Inherent Romanticism of Lap Sitting, Lockwood is a simp, Major Character Death tag because this story is narrated by a ghost","Celia Lockwood watches her son lose himself, find a family, fall in love, and eventually put himself back together.",General Audiences,not a series,5/25/2023,36,36,1,1,completed,oneshot,4/19/2023,4/19/2023,36,0,36,active,1,4,8,"2,403"
https://archiveofourown.org/works/46593232,That Time Was Like Never And Like Always,CharmQuartStrangeQuark,4/19/2023,4/19/2023,1-Jan,English,"4,050",119,14,10,742,No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Karim, Skull - Character, Mr. Mullet","Fluff, Domestic Fluff, Found Family, Lucy's Birthday, Caring, Comfort, Extravagant gift giving, Cake, yes - Freeform, that cake","Lucy isn't expecting much for her birthday; after all, it was never important to her family back home.  But George and Lockwood have other plans.This is a follow up to my previous work, Cake.",General Audiences,not a series,5/25/2023,36,36,1,1,completed,oneshot,4/19/2023,4/15/2023,36,4,40,active,1,5,10,"4,050"
https://archiveofourown.org/works/46587247,A (Not) So Peaceful Night,AlmostLikeQuake,4/18/2023,5/15/2023,4-Feb,English,"2,499",16,6,1,271,No Archive Warnings Apply,Teen And Up Audiences,"George Cubbins | George Karim, Lucy Carlyle, Anthony Lockwood","Follows TV Canon Only, George Karim-Centric, Not Beta Read, Platonic Love You Moment, IT WAS A NECESSARY MOMENT TO KEEP IN. OKAY., George Karim Gets A Break For All Of Like 2 Hours, Phone Calls & Telephones",Meanwhile George was at home unaware of what was going to happen that night.  OR:  The Events Of That Night (George’s Version),Teen And Up Audiences,"Part 2 of ""Lockwood... You're my best friend in the world."" ""Yeah... And Lucy... Luce, you're more than that.""",5/25/2023,37,10,2,4,incomplete,multichapter(updating),5/15/2023,3/10/2023,10,66,76,active,1,3,7,"1,281"
https://archiveofourown.org/works/46588315,The family you choose,Saccharomyces_97,4/18/2023,4/20/2023,2/?,English,"6,776",68,23,8,654,Graphic Depictions Of Violence,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, Original Child Character(s), George Cubbins | George Karim, Holly Munro, Quill Kipps, Mary Carlyle","Established Relationship, Found Family, Future Fic, Aged-Up Character(s), Takes place 5 years after the book canon, Shouldn't contain too many spoilers, Implied/Referenced Child Abuse, Protective Anthony Lockwood, Protective Lucy Carlyle, POV Alternating, Past Child Death, Child Neglect","When Lucy gets a letter from her estranged sister begging her to come back North to help with a ghostly problem, she doesn’t expect to meet a girl whose Talent is so similar to hers.Sadly, their stories are also very much alike: Unloved, exploited for their Talent, forced to become agents against their will way too young.But this time, Lucy won’t have it. She is not going to let another girl get traumatized in this town. She is going to protect this kid, even if she has to steal the child.____________________________or: the accidental child acquisition story no one asked for",Teen And Up Audiences,not a series,5/25/2023,37,35,2,?,incomplete,multichapter(updating),5/22/2023,4/7/2023,3,45,48,active,1,7,12,"6,776"
https://archiveofourown.org/works/46592665,you've got a friend in me,Farfallama,4/18/2023,4/18/2023,1-Jan,English,988,89,4,3,448,No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Kat Godwin, Bobby Vernon, Ned Shaw","american writing brits, Locklyle Week 2023 (Lockwood & Co.), Day 3: Denial/Outsider POV, POV: Kat Godwin, POV Outsider",Kat and Lucy's first real conversation.For Locklyle Week Day 3: Denial/Outsider POV,General Audiences,Part 3 of Farfallama’s Locklyle Week 2023,5/25/2023,37,37,1,1,completed,oneshot,5/16/2023,3/31/2023,9,46,55,active,1,7,5,988
https://archiveofourown.org/works/46589206,Thunderclap,BritishGirl93,4/18/2023,4/18/2023,1-Jan,English,"5,240",157,11,12,988,No Archive Warnings Apply,Mature,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Montagu Barnes","Angst, Domestic, Injury, Hospitalization, Pain, Miscommunication, Pre-Relationship","What happens when a so-called simple job goes awry? Lockwood and Co. never have it easy, and we know a straightforward job is anything but that. However, this time it is their Listener who takes the brunt of the fall out.",Mature,not a series,5/25/2023,37,37,1,1,completed,oneshot,4/18/2023,4/17/2023,37,1,38,active,1,6,7,"5,240"
https://archiveofourown.org/works/46586020,All Out of Hurt,on_a_cold_neon_night,4/18/2023,4/18/2023,1-Jan,English,"1,005",27,6,4,243,Creator Chose Not To Use Archive Warnings,General Audiences,"Quill Kipps, Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood, The Skull (Lockwood & Co.), Kat Godwin, Ned Shaw, Bobby Vernon","Angst, Hurt/Comfort, quill is basically a wet cat, No beta we die like Skull, Other Additional Tags to Be Added, Gunshot Wounds, Nightmares, Quill Kipps-Centric, Angst and Hurt/Comfort, Quill Kipps Being an Asshole, Lucy Carlyle & Quill Kipps Friendship, (eventually) - Freeform, Anthony Lockwood Being an Idiot, The Skull Being Annoying (Lockwood & Co.), Inspired by Fanfiction, forgotten the names but lmk if anyone figures it out",Lockwood & Co are enjoying a night off when they get a backup call from none other than Kipp's team.orQuill gets shot.[title from the Dismemberment Song],General Audiences,not a series,5/25/2023,37,37,1,1,completed,oneshot,4/18/2023,4/18/2023,37,0,37,active,1,8,16,"1,005"
https://archiveofourown.org/works/46585030,There She Goes,OctoberSeventeenth,4/18/2023,4/18/2023,1-Jan,English,534,17,2,0,392,Creator Chose Not To Use Archive Warnings,General Audiences,"Flo Bones, George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle, Holly Munro, Quill Kipps","Spoilers for Book 5, Locklyle, Fluff, Flo being the coolest person in the room, All of them being really good friends really, Also - they all ship Locklyle, George being tired of their shit, Lucy and Lockwood being awkward as always, Canon Compliant, Part of London Calling, Fits also into You and Me and Herons though","The events of Book 5, before the attack of Winkman on Portland Row 35.When Flo realizes that Locky and Lucy still have not figured out the status of their realtionship she gives them a nudge.But just when he's got his heart set on it, things get in the way again...Flo and George POV (because I love them).",General Audiences,Part 19 of London Calling,5/25/2023,37,37,1,1,completed,oneshot,5/22/2023,3/15/2023,3,68,71,active,1,6,11,534
https://archiveofourown.org/works/46544200,i've been afraid of you leaving for some time,JennaTalbot,4/18/2023,4/18/2023,1-Jan,English,"1,978",77,12,9,573,No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood","Newly established relationship, Angst, Hurt/Comfort, Self-Hatred, Self-Esteem Issues, Jealousy, Insecurity",,Teen And Up Audiences,"Part 2 of part time soulmate, full time problem",5/25/2023,37,37,1,1,completed,oneshot,5/8/2023,3/23/2023,17,46,63,active,1,2,7,"1,978"
https://archiveofourown.org/works/46466170,Непрохані гості,lady_dii,4/18/2023,4/18/2023,1-Jan,Українська,"6,078",5,4,1,38,No Archive Warnings Apply,General Audiences,"Lyra Belacqua, Will Parry, Lucy Carlyle, Anthony Lockwood, The Skull (Lockwood & Co.), George Cubbins | George Karim, Pantalaimon (HDM)","AU, Comfort, Comfort No Hurt, Crossover, Home, Ghosts, Friendship, Friendship/Love, Daemons, Ghost Hunters, Mystery, silverparry, Locklyle","Змушені втікати від небезпеки, Ліра з Віллом прорізають вікно до іншого світу та опиняються в Лондоні, що кишить привидами. Випадкова зустріч в саду стане початком нової дружби.",General Audiences,not a series,5/25/2023,37,37,1,1,completed,oneshot,4/18/2023,4/18/2023,37,0,37,active,1,7,13,"6,078"
https://archiveofourown.org/works/46466170,Непрохані гості,lady_dii,4/18/2023,4/18/2023,1-Jan,Українська,"6,078",5,4,1,38,No Archive Warnings Apply,General Audiences,"Lyra Belacqua, Will Parry, Lucy Carlyle, Anthony Lockwood, The Skull (Lockwood & Co.), George Cubbins | George Karim, Pantalaimon (HDM)","AU, Comfort, Comfort No Hurt, Crossover, Home, Ghosts, Friendship, Friendship/Love, Daemons, Ghost Hunters, Mystery, silverparry, Locklyle","Змушені втікати від небезпеки, Ліра з Віллом прорізають вікно до іншого світу та опиняються в Лондоні, що кишить привидами. Випадкова зустріч в саду стане початком нової дружби.",General Audiences,not a series,5/25/2023,37,37,1,1,completed,oneshot,4/18/2023,4/18/2023,37,0,37,active,1,7,13,"6,078"
https://archiveofourown.org/works/46575103,will i stay numb or regain love?,Fandomscraziness22,4/18/2023,4/18/2023,1-Jan,English,"1,383",86,10,4,498,No Archive Warnings Apply,General Audiences,"Anthony Lockwood, Lucy Carlyle","Angst, Emotional Hurt/Comfort, just some slight self projection, because apparantly i need to write more of that, lockwood having an off day, Slight Disassociation, but not really, No Beta We Die Like Lockwood's Parents","Maybe that’s why he’s not expecting the lethargy, the way nothing seems to hold his attention for long, the thoughts that drag him into the mental stupor that used to be the norm before his friends moved into his house (and into his heart). He wasn’t expecting it, so it creeps over him with startling speed.And yet, he doesn't want to pull himself out. Lockwood lets it sink in, settle into his very bones and the creases of his mind. He slouches in his chair in the living room, eyes blurring as he stares into the fire.",General Audiences,not a series,5/25/2023,37,37,1,1,completed,oneshot,5/3/2023,2/18/2023,22,74,96,active,1,2,8,"1,383"
https://archiveofourown.org/works/46568050,Oh to Burn in Your Light,WintersBlue35,4/17/2023,5/22/2023,4/?,English,"5,339",258,79,30,"2,387",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Hurt/Comfort, Emotional Hurt/Comfort, Fluff and Angst, Angst with a Happy Ending, Romance, lucy gets hurt, Lockwood is an idiot, found family has my heart","One minute Lockwood's laughing, watching as George paces back and forth, disgruntled and grumbling about their favourite listener stealing the last of their tea, the next Lucy's falling.orLucy gets seriously injured on a mission - and George and Lockwood struggle to make peace with the idea that one day they might not all make it home.",Teen And Up Audiences,not a series,5/25/2023,38,3,4,?,incomplete,multichapter(updating),5/22/2023,4/17/2023,3,35,38,active,1,3,8,"3,519"
