,fanfic_id,link,title,published,language,summary,warning,author_id
434,45952858,https://archiveofourown.org/works/45952858,How many agents does it take to change a lightbulb?,2023-03-23,English,"Lockwood and Lucy change a lightbulb. That's it, that's the story.",No Archive Warnings Apply,2440594
435,47126380,https://archiveofourown.org/works/47126380,we might just get away with it,2023-05-12,English,"Lucy took a huge breath and burst, “I haven’t been able to get myself off in two weeks because we’ve been too busy and whenever I think I’m going to get the chance, one of you always comes home early or realise you need me for something and I finally decided I could ignore that today but now here you are, interrupting me again! And you know what’s worse? None of that even matters because I can’t fucking get myself there!”“Oh.”“Yeah.” Lucy stared at the bannister. “You should go and leave me to die in misery.”Lockwood tilted his head. “That’s one option.”She let out a slow breath through her nose.“And the other?”His throat bobbed as he swallowed. If he’d calculated this wrong, she was going to kill him. “I could help you.” orLockwood finds Lucy in quite the predicament, and generously offers his help. More tags to be added as we go!",No Archive Warnings Apply,13532089
436,47467075,https://archiveofourown.org/works/47467075,In My Fantasies,2023-05-27,English,"“I mean, you’ve got Lockwood,” Holly giggled.“I don’t have Lockwood,” Lucy retorted. “He’s not mine - unfortunately.”Lockwood’s eyes widened. Unfortunately? What did that mean?“I don’t know, Luce. I’m pretty sure you could go up to his room, pound on the door, and demand that he fuck you, and he’d do it.” Or: Lockwood overhears Lucy and Holly talking about him. And now he's got a little (big) problem.",Creator Chose Not To Use Archive Warnings,114024
437,45448111,https://archiveofourown.org/works/45448111,Hate That You Know Me So Well,2023-03-02,English,"When Lucy accidentally wakes Lockwood from deep slumber, he wakes up swinging and hits her in the face. The night escalates from there.title from ""hate that you know me"" by bleachers",No Archive Warnings Apply,1947280
438,47836729,https://archiveofourown.org/works/47836729,golden hour,2023-06-13,English,"Lucy cursed the daylight as she slowly cracked open her eyes. Everything hurt, her head was throbbing, and her thoughts felt fuzzy.Her fuzzy brain was the reason why it took her a moment to register the specifics of the situation she found herself in.She was in her bed, but she wasn’t alone.Lockwood was also here, in her bed.-----Lockwood decides it’s time for Lockwood & Co. to have their first ever summer picnic. Alcohol is consumed, Lucy and Lockwood find themselves in a very awkward situation, and many Locklyle shenanigans ensue. Set between The Creeping Shadow and The Empty Grave.",No Archive Warnings Apply,13941049
439,47570875,https://archiveofourown.org/works/47570875,Flushed,2023-06-01,English,"Lockwood examines Lucy during a particularly quiet day at the agency, and it has Lucy flushed all over.",Creator Chose Not To Use Archive Warnings,6612433
440,47119729,https://archiveofourown.org/works/47119729,"it’s a sad song (but we’re gonna sing it, even so)",2023-05-12,English,"Lucy tried to remember the last time she had been so utterly furious with another human being and decided Lockwood simply brought it out in her....He’d sworn that he wouldn’t be reckless anymore. Or rather, just reckless enough. She’d never wanted to wring his neck more after she’d contained the source, and he was just standing there, grinning at her, the half-frenzied look he got in his eyes when he’d just escaped death.*After a narrow escape during a case, Lucy and Lockwood work out their frustrations. On each other.",Creator Chose Not To Use Archive Warnings,1267242
441,47333542,https://archiveofourown.org/works/47333542,Never Go to Bed Angry,2023-05-21,English,"…And never ignore injuries that feel worse than they should.Or, Lockwood does both of these things and has a Very Bad Time.",No Archive Warnings Apply,3113862
442,47024770,https://archiveofourown.org/works/47024770,i think you're too doggone outta sight,2023-05-07,English,"Eventually, George hung up, but not from lack of things to talk about. Lockwood sighed and threw some things into an overnight bag. Because of Lucky’s medication schedule, it would be far easier for him to stay at George’s flat for the duration of the weekend. And really, a weekend wasn’t that long. It would be fine.It was not fine.",No Archive Warnings Apply,3078813
443,46528807,https://archiveofourown.org/works/46528807,Twister with the team,2023-04-16,English,"Lockwood, George and Lucy play Twister. George puts a devious plan in action.",No Archive Warnings Apply,17212897
444,46952011,https://archiveofourown.org/works/46952011,So Easy To Hate,2023-05-04,English,"After the terryfing night at Kensal Green Cemetery, Quill Kipps thinks about his relationship with his worst enemy, Anthony Lockwood, and what the future has in store for him.",No Archive Warnings Apply,15260589
445,44902558,https://archiveofourown.org/works/44902558,Maybe We Found Love Right Where We Are,2023-02-09,English,"At some point in his life Lockwood decided his death would be insignificant. No one would notice if an orphan kicked the bucket, dying alone. It took him fifteen years to realize how painfully wrong he was.OrAnthony Lockwood realizes love might not be a bad thing.Title from Ed Sheeran's Thinking Out Loud",No Archive Warnings Apply,3796812
446,47232418,https://archiveofourown.org/works/47232418,I've spent a lifetime giving you my heart,2023-05-17,English,"“Are you ever going to tell her?” Lucy had just left, which meant George was back on his bullshit.“Tell who what?” I turned my attention back to some random magazine that was within reach.This conversation was a recurring one between us.George asks if I’m going to confess my love for Lucy.I pretend I don’t know what George is talking about.We both know the truth: I am head over heels in love with her and I’ll take that secret to my grave.****Lucy and Lockwood have been best friends since they were 5 and Lockwood has been in love with her just as long.Now, they're 17 and their prom is coming up. Lockwood doesn't want to ask her because he thinks his feelings are one-sided.Everyone tries their best to make him see he's a bloody idiot.",No Archive Warnings Apply,4046850
447,46516177,https://archiveofourown.org/works/46516177,"Thrice Changed, Yet Still the Same",2023-04-15,English,"Lucy watches Penelope Fittes walk away, as though this has been any normal kind of interaction. Then again, for her, it probably is. Lucy is painfully aware that she's the one very much out of her element, and she's almost regretting not sticking with Lockwood because he's perfectly happy to do the talking.A hand touches her elbow. ""So, reconsidering the offer?""--------------Lockwood grabs Lucy's hand and pulls her over to the other side of the area where the elevator sticks out. There's a statue with room behind it. Lucy wedges herself into the corner as tightly and quietly as she can, struggling to keep her breathing under control.That becomes nigh impossible when she realizes how close Lockwood is.--------------""What if Lucy and I just wanted a bit of a peek at what Fittes can offer her? You know, make sure she really knows what she's turning down.""""Don't be an idiot, Lockwood. Anyone can see you've got something stashed in your jacket."" Kipps steps forward, ready to engage.--------------Despite making 3 separate changes to how the Fittes ball goes, we still wind up in pretty much the same place at the end.",No Archive Warnings Apply,5202485
448,47019994,https://archiveofourown.org/works/47019994,Dusk Till Dawn,2023-05-07,English,"""You can hear it in the silence. You can feel it on the way home. You can see it with the lights out.""orFive times Lucy and Lockwood are trapped and the one time they aren't.",Creator Chose Not To Use Archive Warnings,217734
449,45974899,https://archiveofourown.org/works/45974899,Love or safety,2023-03-24,English,"Queen Penelope decreed that, when she turned sixteen, Princess Lucy Carlyle must pick which of the noble young men of the kingdom she wished to marry. The entire kingdom is pretty sure she already has her mind made up as to who she is going to pick until a wild card enters the mix.",No Archive Warnings Apply,2440594
450,47577928,https://archiveofourown.org/works/47577928,wish i died a hundred times (to live for you one time),2023-06-01,English,"He’s jealous. If he were alive he’d burn hot. orSkull watches Lockwood and Lucy, and seethes.",No Archive Warnings Apply,800894
451,44974048,https://archiveofourown.org/works/44974048,Lower Your Expectations (it's okay to not be okay),2023-02-12,English,"Lucy wasn't quite sure what she expected when she went to the bathroom in the dead of night, but it wasn't this.Or, Lockwood needs help and Lucy is really tired of the lies. Spoilers for Lockwood & Co. (TV Show)I am the original creator of this fanfiction I just orphaned my work and then decided I'd rather not, so i just recreated it here. I do not own the characters.",No Archive Warnings Apply,16128604
452,47238895,https://archiveofourown.org/works/47238895,"every time I look at you, it’s like the first time",2023-05-21,English,"“Luce, you have to know — you have to know that I’ve wanted to say something, to do something for a long time…” he trails off, and I wait.---Lockwood and Lucy finally go for a walk together and discuss what they've been denying for years. (Post Book 5: The Empty Grave)",No Archive Warnings Apply,13941049
453,46997644,https://archiveofourown.org/works/46997644,If The Books Could Talk...,2023-05-06,English,"“Not all ghosts are evil, Lockwood!” Lucy snapped, storming towards him. She stood on her tiptoes so they were almost nose to nose. “I made a mistake. But I didn’t get Ghost Touched! I’m fine!”“You disobeyed me,” he growled. “At any other agency you would be punished.”“Then what’re you going to do?” she found herself taunting. “You can’t take me off of active duty, so that leaves you with your hands tied. There’s not a damn thing you can do about it, Lockwood.”There. Try to top that, Lockwood.“I could spank you.” Or: After the Wintergarden mansion job, Lockwood takes matters into his own hands. And so does Lucy.",Creator Chose Not To Use Archive Warnings,114024
454,47042248,https://archiveofourown.org/works/47042248,You Pull Me In (And I'm A Little More Brave),2023-05-08,English,Lockwood and Lucy are making their way home after a job when they get caught in the rain. They decide to make the most of it.,No Archive Warnings Apply,6805582
455,47722444,https://archiveofourown.org/works/47722444,Counting the Stars and Over the Moon,2023-06-07,English,"Over tea after wrapping up a case, our trio reminisces over a different post-job evening. Written for the May 2023 Chaos Discord writing prompt: only one bed.",No Archive Warnings Apply,12006178
456,47200042,https://archiveofourown.org/works/47200042,The Parting Glass,2023-05-15,English,"Over a glass of wine, Lucy says goodbye to an old friend.",No Archive Warnings Apply,3113862
457,44816296,https://archiveofourown.org/works/44816296,take me back to the night we met.,2023-02-05,English,what if kipps lost anthony but they were in love and too afraid to say anything(abandoned fic),Major Character DeathCreator Chose Not To Use Archive Warnings,13836028
458,44931259,https://archiveofourown.org/works/44931259,The silver ring,2023-02-10,English,"While in the basement, Lucy finds an unexplained source.",No Archive Warnings Apply,2440594
459,47519422,https://archiveofourown.org/works/47519422,life is a buffet (and i'm going home),2023-05-29,English,"Okay, look. Look, it is not Lucy’s fault, alright? Whatever just happened, what happened in there, she’s entirely blameless for. If Lockwood wanted some privacy, then he should’ve locked his door, or maybe put up a sign, or maybe tried not to wank in his own bedroom in broad daylight—Fuck. She just walked in Lockwood touching himself.--5 times George, Lockwood, and Lucy overhear/walk-in on each other and one time they actually do something about it.",No Archive Warnings Apply,2067667
460,46125103,https://archiveofourown.org/works/46125103,i'd blind myself to see it,2023-03-30,English,"Every single person living at 35 Portland Row is convinced they are clearly flirting with the others, and that the others are particularly dense to this sort of thing. Every single one of them is right.",No Archive Warnings Apply,13870963
461,47422114,https://archiveofourown.org/works/47422114,no other sadness in this world would do,2023-05-25,English,"Death had always had such a tight grasp on poor Anthony’s life, a phrase that seemed to echo through every DEPRAC officer and looming adult we met. It echoed through my own mind then, the words acting as the shattered glass stopping me from breaking down.The glass was broken now, and I fell to pieces on the floor next to him crying in a way that could not have been anything human.orA dwelling need for answers leads Lockwood & Co. on a unexpected hunt, through darkened tunnels with ashen walls and air that smells a little too close to smoke.orme rewriting scenes from the hunger games - The forcefield scene this time.",Creator Chose Not To Use Archive Warnings,11032673
462,47564686,https://archiveofourown.org/works/47564686,Statistically Improbable,2023-05-31,English,"May Prompt: Only One Bed“There has to be a way to get it through his thick, but brilliant, skull. Although forcing ourselves into bed with him wasn’t on my list of things to try.”",Creator Chose Not To Use Archive Warnings,16846612
463,47558008,https://archiveofourown.org/works/47558008,Anthony Lockwood's Growing List Of Things He Should Tell His Friends,2023-05-31,English,"Or2 times Lockwood didn't tell Lucy and George something and 1 time he chose to.It wasn't like Lockwood intentionally kept information from them.It wasn't like he woke up every morning thinking, ""Hm, I wonder what I should lie about today.""He just forgets that there's people around him that would like to know these things.",Creator Chose Not To Use Archive Warnings,4927223
464,46025245,https://archiveofourown.org/works/46025245,Pet Snake,2023-03-26,English,Lucy impulsively bring a snake home.Drabble,Creator Chose Not To Use Archive Warnings,6294565
465,46868860,https://archiveofourown.org/works/46868860,Falling Apart Just to Say I Love You,2023-05-01,English,George has the horrible revelation that Lucy and Lockwood don't love him anymore and he's just a burden to them and nothing else. And instead of having a mature conversation about it he runs away and makes the plan to spend the rest of his life hiding from them.,Creator Chose Not To Use Archive Warnings,10572630
466,45095500,https://archiveofourown.org/works/45095500,whiskers on kittens,2023-02-16,English,"“No, Lucy,” Lockwood hisses back, “I just bared my heart for fun and made up a whole nauseating story about liking my best mate—”“Yes, yes, alright,” she whispers furiously, “You shall have to build a shrine of gratitude to me after this. Without me, you two never would have managed.”",No Archive Warnings Apply,4924661
467,47784598,https://archiveofourown.org/works/47784598,Season 2: The Hollow Boy,2023-06-10,English,"Starting where the show left off and going from there, this is the first in a how-it-could-have-gone series because we just couldn't help ourselves. Cleaves fairly closely to book canon, but with obvious liberties taken.In this fic we will see Lucy's trip home, Holly's arrival, and several other disasters because that's basically THB in a nutshell.",No Archive Warnings Apply,5202485
468,44907388,https://archiveofourown.org/works/44907388,Connections,2023-02-09,English,Lockwood forms a psychic link with a dead young agent and the group try to use it to work out how the agent died with disastrous consequences.,No Archive Warnings Apply,2440594
469,47660152,https://archiveofourown.org/works/47660152,Sundress Season,2023-06-05,English,Lucy goes to Pride and wears a sundress. George and Lockwood lose their minds.,Creator Chose Not To Use Archive Warnings,6986140
470,46858405,https://archiveofourown.org/works/46858405,Behind locked eyes,2023-04-30,English,"I feel myself stop as a feeling of dread and coldness wash over me. The adrenaline slip from my figures as I try to look away from the ghost, but I can’t, I can’t look away, I can’t move a single muscle. The world goes black around me.",No Archive Warnings Apply,9988845
471,47048677,https://archiveofourown.org/works/47048677,"rain soaking, blind hoping",2023-05-08,English,"MAJOR SPOILERS FOR THE END OF THE HOLLOW BOY, AND ALSO SOME FOR THE FIRST HALF OF THE CREEPING SHADOW!!! You have been warned.-It was raining outside the café the day Lucy left for good, because apparently even the universe knew there was no changing her mind before Lockwood did.orA story of how the three protagonists of 35 Portland Row react to Lucy's departure.",No Archive Warnings Apply,13532089
472,46827523,https://archiveofourown.org/works/46827523,Straight from the bottle,2023-04-29,English,"Everyone knew they would lose their psychic abilities sooner or later. They just didn't expect it to be so hard to live without.****""We were kids! We were risking our lives to keep this place running!"" I set the cup down, and took a breath to kill the rise in my voice before it got too heated. ""We were used, Lockwood. Every agent, night watch kid, and sensitive was used. There's a new kid's death splayed in bold print on my desk every day. The ones at the bigger agencies that got to grow up just stayed there. We weren't, so we didn't.""****Me: hm I should work on my ficAlso me: (starts another)The two aren't connected in any way, but again, the target audience is more for those that have read the books because there are vague spoilers that relate mostly to the characters rather than the plot if that makes sense?If you haven't guessed already, the fic is my take on what happens after the kids lose their talents and become more depressed than they already were, set about 7-9 years after TEG.",No Archive Warnings Apply,16553433
473,47088610,https://archiveofourown.org/works/47088610,fever dream high in the quiet of the night,2023-05-10,English,"after successfully closing another case, lockwood and lucy decide to work off some of their adrenaline in a way that's becoming all too familiar.",No Archive Warnings Apply,17478571
474,47721877,https://archiveofourown.org/works/47721877,"Kisses, Dates, Moments in a relationship",2023-06-07,English,"We all saw the chemistry between Lockwood and Lucy. We all know they will be a couple. But how will it happen?A story about the walk, the first kiss, the first date and more. Moments from their domestic life and their developing relationship.",No Archive Warnings Apply,16385500
475,46931593,https://archiveofourown.org/works/46931593,I Lie Awake Next to You,2023-05-03,English,Lockwood and Lucy share a bed,Creator Chose Not To Use Archive Warnings,17230330
476,44980867,https://archiveofourown.org/works/44980867,Teenagers Scare the Livin’ Shit Out of Me,2023-02-12,English,"“Hey Morgan! Want to go to London?”“Maaaaybe? Why, what’s in London?”“Teenagers fighting ghosts!”",No Archive Warnings Apply,12984799
477,45965872,https://archiveofourown.org/works/45965872,"Winter, Spring, Summer or Fall",2023-03-23,English,OR Five Examples of Lockwood Caring for Lucy and One of George Chapter 1 Lockwood butters Lucy’s toast,No Archive Warnings Apply,16021551
478,47536093,https://archiveofourown.org/works/47536093,Can You Play Me a Memory?,2023-05-30,English,Fluffy one shot where Lockwood learns to play the piano… why? For Lucy of course.Inspired by a conversation in the chaos discord.,No Archive Warnings Apply,17367256
479,47356699,https://archiveofourown.org/works/47356699,you're stuck on me like a tattoo,2023-05-22,English,"""In the year since they started communicating, Anthony’s found out that his soulmate is a girl, her favourite colour is blue, and she has six older sisters. The conversations are still rather basic at this point, but they always manage to cheer him up even a little bit. He’s taken to calling her “L,” and she calls him “Big A” to his annoyance. He’s not quite sure where she came up with that nickname. He lets her do it, though. He’d let her do anything as long as it meant she’d keep writing to him.Again, he’s six at this point, so he doesn’t think this exactly. All he knows is that nobody else in the world, not even Jessica, is allowed to call him anything other than “Anthony,” but he’ll give L a pass because she can’t know his actual name just yet. He just hopes she’ll call him “Anthony” when they finally meet in person.""Soulmates!AU two-shot where notes you write on your skin show up on your soulmate's and vice-versa.Will eventually contain spoilers for The Hollow Boy and The Creeping Shadow",No Archive Warnings Apply,11406523
480,45946240,https://archiveofourown.org/works/45946240,denial is a river in egypt,2023-03-23,English,Lucy thinks Lockwood hates her.Anthony is stupid when it comes to feelings.George is tired of them.,No Archive Warnings Apply,7080322
481,47116942,https://archiveofourown.org/works/47116942,we were young enough to sign (along the the dotted line),2023-05-12,English,"Fittes was broken. Even more broken than he had known. He used to feel admiration towards one Penelope Fittes. He felt honored to work under her.But Penelope Fittes was a lie. And he was a fool. Marissa Fittes was a monster. A monster who thrived because of the suffering she's inflected on others. One who wanted him dead and got him stabbed.So now he's sitting alone at a hospital bed. Alone with only his aching side to keep him company. He felt the pain of it even with all the drugs they've given him.Or he was alone, until a soft knock sounded at door.Or: Kipps was bored out of his mind while recovering at the hospital, until Lucy came to visit him",No Archive Warnings Apply,7673995
482,47596612,https://archiveofourown.org/works/47596612,Truly Madly Deeply,2023-06-02,English,"Lockwood and Norrie are eager to try out a new toy, and Lucy’s a bit hesitant.",No Archive Warnings Apply,16924345
483,47292367,https://archiveofourown.org/works/47292367,"Depollute Me, Gentle Angel",2023-05-21,English,"""Come on Luce,” Norrie reaches out and brushes her hand through Lucy's bangs—a habit of hers, “let’s fix you up.""",Creator Chose Not To Use Archive WarningsNo Archive Warnings Apply,13767481
484,47693434,https://archiveofourown.org/works/47693434,"Hold back the night, wait until it’s right",2023-06-06,English,"“Oh yeah, you really looked like you were managing fine Lockwood, laying on your back, staring into that ghost’s eyes like you wanted to take it out to dinner,” I laughed wryly. “It was quite romantic actually.”“Lucy! This isn’t a joke. We agreed, only when necessary and safe would you try and communicate with ghosts by talking to them, in controlled situations only. That was not the circumstance tonight. What you did tonight was so dangerous, that ghost was strong,” he seethed.“I know it was strong. It worked out ok, didn’t it? I distracted it enough that it came for me and you had time to jab it in the back. Lockwood I’m not a bloody child. Stop telling me off and stop babying me. I’m never going to apologise for protecting you,” I threw at him. “So, if that’s what you’re waiting for, you may as well go to bloody bed.”He grit his teeth and advanced, backing me up until my back hit the wall. I frowned up at him. Who the hell does he think he is?“You are absolutely infuriating Lucy,” He glared down at me.“Yeah? Well… So are you, Anthony,” I replied with as much sass as I could muster, and not willing to be cowed, I tugged roughly on his tie.",No Archive Warnings Apply,3573324
485,47659378,https://archiveofourown.org/works/47659378,sick of this lonely air / designed for me,2023-06-05,English,"He tried to shake the thought from his head. Two nights with Lucy was hardly appropriate. Surely three was unacceptable, nightmares notwithstanding. But—and he could scarcely admit it to himself—he craved to be next to her now. He found himself infatuated with how she slept: the adorable way she twitched in her sleep, how her breathing slowed as she drifted off, the way she perfectly curled into him.--(Lockwood and Lucy refuse to talk about their feelings, but they finally get to the good part.)",No Archive Warnings Apply,17566711
486,47855992,https://archiveofourown.org/works/47855992,Center of Gravity,2023-06-13,English,"Things didn’t used to go like this, or at least, that’s what novels and old newspapers and adult stories suggest. Before the Problem, if you liked someone and you were a teenager…well, you probably weren’t living with them, for starters.Set during Episode 6 of the TV series, just before the breakfast where the Skull convinces Lucy to go to Bickerstaff's old house. Just a bit of angstfluff (should be a word) showing Lucy trying to navigate being a teenager and an agent at the same time.",Creator Chose Not To Use Archive Warnings,17736727
487,47298775,https://archiveofourown.org/works/47298775,These Silent Things Which We Cannot See,2023-05-20,English,"*Major spoilers for The Empty Grave*When he emerges on the other side of the chain, freezing and dizzy behind Lucy, Lockwood realises there’s someone he’s been missing in this version of Portland Row.",Creator Chose Not To Use Archive Warnings,4236281
488,46523497,https://archiveofourown.org/works/46523497,Daylight,2023-04-16,English,Lockwood decides to wake Lucy up with an orgasm.,No Archive Warnings Apply,3796812
489,46043956,https://archiveofourown.org/works/46043956,"and I just about snapped, don't look back",2023-03-29,English,"“God's sake, I don't even know why I bother. Come on, let’s just go,” Lucy snapped, turning away from him.Desperate anger flared in his chest, and logically he knew it was because his emotions were running high after being so convinced Lucy was going to be killed because of him and begging to trade his life for hers, but he hadn't expected her to call him out on that, and he certainly hadn't expected her to be angry with him for it.",No Archive Warnings Apply,3078813
490,45384694,https://archiveofourown.org/works/45384694,you're in the kitchen humming,2023-02-28,English,"Or Lucy and George host a ""Midnights"" listening party.",Creator Chose Not To Use Archive WarningsNo Archive Warnings Apply,3513405
491,45236284,https://archiveofourown.org/works/45236284,can't let go of those dreams,2023-02-22,English,Rarely was she alone in these dreams. orLucy dreams of water and Lockwood.,No Archive Warnings Apply,800894
492,47756305,https://archiveofourown.org/works/47756305,"If I could've held you, I would've held you...",2023-06-09,English,"When they get locked in an attic on a hot summer day, the Portland Row gang has the perfect idea to pass the time: Strip Pocker...Or:Flo and George are uninhibited as usual,Holly and Kipps are as queer as usual,Lockwood and Lucy are smitten with each other,and the Skull is a little shit...",Creator Chose Not To Use Archive Warnings,15473724
493,47837212,https://archiveofourown.org/works/47837212,Flares are expensive,2023-06-12,English,"I said the first thing that came to mind, a reassuring lie like my mum never bothered telling me. I willed it to be true with everything I had. “Because we won’t let you. Right, George?” I looked over at George, holding up Lockwood’s other side.You hope, in times like those, that your friends will pick up what you hand them. But other times, your friends are George.",Creator Chose Not To Use Archive Warnings,17736727
494,47542519,https://archiveofourown.org/works/47542519,Say Yes to Heaven,2023-05-30,English,"The moment had broken, her face had turned angry as she pushed herself off of him. He wanted to scream - he wanted to take all the dreams of glory and hopes and that constant, suffocating desire he felt around her and turn them to dust with bloody knuckles. He wanted to kiss her eyelids and promise her safety. Safety he could not provide.____Lockwood and Lucy come home after a case gone wrong and Lockwood pushes her until she finally snaps - frustrated and fed up, they start yelling at each other. Something has to give.",Creator Chose Not To Use Archive Warnings,3500457
495,47365585,https://archiveofourown.org/works/47365585,The Love We All Deserve,2023-05-23,English,"Lockwood walks in to Lucy having a bad day and tries to help, in the only way that he knows how: by being an absolute simp.",No Archive Warnings Apply,17512540
496,47429638,https://archiveofourown.org/works/47429638,I Get By With A Little Help With My Friends,2023-05-26,English,Lucy thought something was off when she woke up. But Lockwood dropping to his knees in front of George over breakfast is not how she expected the day to shake out.One-Shot Smut: Please reach the tags,No Archive Warnings Apply,4653566
497,45903418,https://archiveofourown.org/works/45903418,Give Give Take,2023-03-21,English,"For the most part, they didn’t talk about it. Like ghost hunting, Lucy and Lockwood and George were together at 35 Portland Row, and Kipps occasionally joined them when things got too out of control.   A job goes badly, and Kipps holds them together. Then, they hold him.",No Archive Warnings Apply,1765021
498,47052190,https://archiveofourown.org/works/47052190,The Fall,2023-05-09,English,"He tried not to watch as she shrugged out of her own jacket, revealing a sweater that was just the teensiest bit too tight. Over the last few weeks, he’d found his gaze drawn to her curves more and more, tracing the outline of her body, admiring her profile, his mind wandering in a very dangerous, very risky direction. While he’d always found her extremely pretty, and he’d been irresistibly attracted to her from the moment she’d sat down on the sofa in the living room for the first time, his brain had been taking him places that his body quite liked during the last month. Places that the logical, reasonable side of his brain did not approve of.Or: My addition to Maysturbation. This is a companion piece to ""If The Books Could Talk"", but it can read this as a standalone.",Creator Chose Not To Use Archive Warnings,114024
499,47478904,https://archiveofourown.org/works/47478904,I love the way you soften my life with your love,2023-05-28,English,5 times Lockwood makes Lucy blush in public + the 1 time she turns the tables on him,No Archive Warnings Apply,4046850
500,45692785,https://archiveofourown.org/works/45692785,Simple Human Anatomy,2023-03-12,English,"""Good?"" George asked as if Lucy wasn't staring at him like he hung the universe. The hand on her neck tightened his grip a bit. It wasn’t enough to hurt, but hard enough for her to feel it. Lucy blushed a soft shade of pink, nodding shyly as he rubbed her thigh reassuringly. ""Simple female anatomy Lockwood. Really it’s like anything else. If you actually applied yourself and researched you’d know all of this already too.”""I'm more of a learn-by-doing kind of person,"" Lockwood said back as he stared at George, eyes glued to him.orGeorge uses his weath of knowledge about the human anatomy to show Lockwood and Lucy a good time.",Underage,3796812
501,46514173,https://archiveofourown.org/works/46514173,The One I Want,2023-04-15,English,"“‘Love?’”Lockwood might actually blush at that.“Too much? Sorry, you seemed like you needed an escape and I thought…”“It’s not bad,” she starts cautiously, “I just thought you’d go for something a bit more...posh.”His hesitant expression turns to one of unrestricted amusement as he playfully retorts, “‘Love’ isn’t a posh enough term of endearment for you?”(Or, 5 times Lockwood calls Lucy a term of endearment, and 1 time he gets it right)",No Archive Warnings Apply,2201116
502,47477497,https://archiveofourown.org/works/47477497,Odds and Ends,2023-05-28,English,"One shot dumping ground because I haven’t written this much new fic in a while! Mostly catching up with the gang post The Empty Grave because I cannot believe that’s the end of the story… Break-ups, bad haircuts, first kisses, Type Threes, fencing tournaments. All that good teenage ghost-hunter stuff. Posts will be… sporadic but lovingly crafted.",No Archive Warnings Apply,17640382
503,47289190,https://archiveofourown.org/works/47289190,Going Carefully,2023-05-19,English,"“Did it touch you?” he’d asked, clinging to her arms just as desperately.  He needed to know, needed to fix it. He was ready to walk out of the house straight away and sacrifice the pay if Lucy gave him the slightest indication she couldn’t or didn’t want to go forward.  “Course not. I’d be dead,” she reminded him. She could be dead. She might still.(Or, how Lockwood learns to be just reckless enough)",No Archive Warnings Apply,2201116
504,47645983,https://archiveofourown.org/works/47645983,The Little Things,2023-06-04,English,"“It’s the little things that matter”.She had heard that phrase before, in movies, in books, in conversations that didn’t belong to her.She never really thought about it very much, until one particular night.OrLockwood and Lucy’s shenanigans with brushing her hair.",Creator Chose Not To Use Archive Warnings,8186197
505,46755508,https://archiveofourown.org/works/46755508,Wandering Souls find Life,2023-04-28,English,"Lucy doesn’t finish her thought as her voice fades because she gets distracted as Lockwood slowly moves closer towards her. She can feel his presence and his eyes staring at her. She makes the mistake of lifting her eyes to his.  Lucy can’t look away. Lockwood moves right in front of her as he gently grabs her hand.“Luce…I just want…you…to be…alright…”Lucy feels like she’s in a trance. He looks so handsome as his hand is caressing hers. His touch makes her feel safe and comfortable. Lockwood has held her hand multiple times, but this feels different. Lucy doesn’t know what is happening to herself.Lucy suddenly has the urge to run her fingers through his messy hair. She wants to grab his necktie, unbutton his shirt and rip it off. Lucy feels weak and nervous not knowing what is going to happen next. She’s tired and she doesn’t have the strength to pull away from him.OrLucy and Lockwood keep finding themselves alone together. How long can they keep denying their feelings and making excuses before they finally give in?****",No Archive Warnings Apply,14535048
506,47150023,https://archiveofourown.org/works/47150023,Battle Ready,2023-05-13,English,"After solving the Problem, Lockwood and Co are trying to find their place in the world. Thankfully a new problem lands in their laps.",No Archive Warnings Apply,2440594
507,46883998,https://archiveofourown.org/works/46883998,All we ever wanted was everything,2023-05-01,English,"Norrie White has been ghostlocked for 9 years.Life around her has continued on, while hers has been on hold.But there is a stack of tapes waiting for her to fill her in on the things she has missed.",No Archive Warnings Apply,12306007
508,47878120,https://archiveofourown.org/works/47878120,God only knows by The Beach Boys playing in the background,2023-06-14,English,"It is the first time I am writing for the fandom and english is not my first language, so please be kind. I always wanted to take a sneak peak at what happened after the end of The Empty Grave. So this is my ideia of happened. Very much fluff, but there will be angst and a lot of talking, and probably other stuff too ;).",Creator Chose Not To Use Archive Warnings,17410729
509,46948807,https://archiveofourown.org/works/46948807,Revenge,2023-05-04,English,"Lucy tried to muffle her snort of glee and failed miserably. “Need a scarf?” The sequel to Consequences, in which Lucy enacts the revenge she so kindly promised.",No Archive Warnings Apply,2309398
510,47712694,https://archiveofourown.org/works/47712694,You can always come to me,2023-06-07,English,"Everyone is a little traumatised after ""the battle of fittes"", espessially with all the times they could have died. A certiain Anthony Lockwood has a nightmare, can you guess who he goes to for comfort?",Graphic Depictions Of Violence,17633641
511,46801870,https://archiveofourown.org/works/46801870,you can fit me inside the necklace you got when you were sixteen,2023-04-28,English,"Lucy asks about the diamond necklace.No, Lockwood, you didn't give her a family diamond necklace just because you thought she might like it.",No Archive Warnings Apply,4046850
