link,title,author,published,updatedate,chapters,language,words,kudos,comments,bookmarks,hits,warning,relationship,characters,tags,summary,rating,series,chapter,chapter_max,completion,currentdate,datediff_pub,datediff,classification,lastauthorupdate,firstauthorupdate,author_lastupdate_diff,daysactive,daysincefirtupload,author_activity,num_relationship,num_characters,num_tags,prev_words
https://archiveofourown.org/works/46997644,If The Books Could Talk...,ScienceFantasy93,2023-05-06,2023-05-10,2/3,English,"17,996",93,38,13,"1,933",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","mostly book canon, Could work with the TV show, Takes place in the middle of THB, Aged up characters, Dom!Lockwood, brat!Lucy, sub!lucy, repressed!Lockwood, repressed!Lucy, Sex, Library Sex, Spanking, Masturbation, Cock Warming, Dirty Talk, filthy actually, Lockwood is filthy, But so is Lucy, Lockwood is punishing Lucy, Mentions of self-edging, Fantasizing, Lockwood steals Lucy's knickers again, all the filth, Potential BDSM, mentions of BDSM, Mentions of Voyeurism, Mentions of exhibitionism, blanket apology to Jonathan Stroud, I'm so sorry for the filth in this, but the author regrets nothing at the same time, Oral Fixation, they're idiots, but kinky idiots","“Not all ghosts are evil, Lockwood!” Lucy snapped, storming towards him. She stood on her tiptoes so they were almost nose to nose. “I made a mistake. But I didn’t get Ghost Touched! I’m fine!”“You disobeyed me,” he growled. “At any other agency you would be punished.”“Then what’re you going to do?” she found herself taunting. “You can’t take me off of active duty, so that leaves you with your hands tied. There’s not a damn thing you can do about it, Lockwood.”There. Try to top that, Lockwood.“I could spank you.” Or: After the Wintergarden mansion job, Lockwood takes matters into his own hands. And so does Lucy.",Explicit,Part 1 of If The Books Could Talk,2,3,incomplete,2023-06-02,27.0,23.0,multichapter(updating),2023-05-29,2023-01-31,4.0,118.0,122.0,active,1,2,33,"17,996"
https://archiveofourown.org/works/47365585,The Love We All Deserve,lucyjlockwood,2023-05-23,2023-05-23,1/1,English,"2,813",94,10,5,746,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, The Skull (Lockwood & Co.)","POV Anthony Lockwood, Soft Anthony Lockwood, Lucy Carlyle needs a hug, Minor Lucy Carlyle/Anthony Lockwood, Sad Lucy Carlyle, Anthony Lockwood Needs a Hug, Simp Anthony Lockwood, George Cubbins | George Karim is So Done with Lucy Carlyle/Anthony Lockwood, Anthony Lockwood Loves Lucy Carlyle, One Shot, Not Britpicked, Tooth-Rotting Fluff, Oblivious Lucy Carlyle, no beta we die like ned shaw","Lockwood walks in to Lucy having a bad day and tries to help, in the only way that he knows how: by being an absolute simp.",General Audiences,not a series,1,1,completed,2023-06-02,10.0,10.0,oneshot,2023-05-23,2023-05-14,10.0,9.0,19.0,active,1,4,14,"2,783"
https://archiveofourown.org/works/46616701,yesterday we were just children,JennaTalbot,2023-04-20,2023-04-26,7/7,English,"21,878",142,106,18,"2,895",Rape/Non-Con,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, Marissa Fittes, George Cubbins | George Karim, Flo Bones, Ezekiel (Lockwood & Co.), Montagu Barnes","Major book spoilers, teg spoilers, Book 5 spoilers, takes place at the end of TEG, Canon Divergence, shameless blending of book and show canon, dead dove do not eat, mercenary behaviors, Physical Torture, Mental Torture, Involuntary Possession, rape/noncon, Vomiting, Panic Attacks, Fainting, Self-Loathing, Angst, Hurt/No Comfort, Whump, Consensual Sex, there is a happy ending i promise, Dystopian Vibes","“Promise me he’ll live.""“Of course, darling,” Marissa purred. “I always keep my promises. Lockwood will live, if you say yes.”“I’ll do it,” Lucy said softly.He had thought that was the end. He’d been wrong. That had merely been the beginning, the necessary setup and context to the finale that had just played out in front of him while he lay against the cabinetry, helpless.",Explicit,Part 1 of stepped into a cruel world,7,7,completed,2023-06-02,43.0,37.0,multichapter(complete),2023-06-01,2023-02-28,1.0,93.0,94.0,active,1,7,22,"21,878"
https://archiveofourown.org/works/46008760,Wash Day,CryptidKatie,2023-03-25,2023-03-25,1/1,English,"2,060",160,24,14,844,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Fluff, Hair Washing, Feelings, they just deserve so much softness","Lockwood is terrible at feeling useless, but baking with one good arm is harder than it seems. And Lucy feels she owes him for the times he's patched her up. Really, helping him wash up is the least she can do.",Teen And Up Audiences,not a series,1,1,completed,2023-06-02,69.0,69.0,oneshot,2023-05-27,2023-03-25,6.0,63.0,69.0,active,1,3,4,0
https://archiveofourown.org/works/45974899,Love or safety,The_Biscuit_Agreement,2023-03-24,2023-03-24,1/1,English,"5,583",139,34,14,932,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle/Quill Kipps","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Penelope Fittes, Norrie White","Alternate Universe - Fantasy, Princes & Princesses, Castles","Queen Penelope decreed that, when she turned sixteen, Princess Lucy Carlyle must pick which of the noble young men of the kingdom she wished to marry. The entire kingdom is pretty sure she already has her mind made up as to who she is going to pick until a wild card enters the mix.",General Audiences,Part 5 of Locklyle Week 2023,1,1,completed,2023-06-02,70.0,70.0,oneshot,2023-06-02,2023-01-30,0.0,123.0,123.0,active,2,6,3,0
https://archiveofourown.org/works/47490490,can we skip to the good part?,JennaTalbot,2023-05-28,2023-05-28,1/1,English,"2,483",28,13,1,118,No Archive Warnings Apply,,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","idiots to lovers, Found Family, late night dancing, For the April prompt: Everyday Moments, yes I know May is almost over what about it","Lucy knocked on the door, hoping not to startle him. “Couldn’t sleep either?”Despite her efforts, George started, then sheepishly looked over his shoulder. “Figured I might as well do something useful with my time.”Lucy made her way over to the sink and grabbed a dish towel, grabbing a pan off the stack of clean dishes piled on the counter. “What were you humming?”George shrugged. “I heard it on the radio once. I have no idea what it’s called.”",General Audiences,not a series,1,1,completed,2023-06-02,5.0,5.0,oneshot,2023-06-01,2023-02-28,1.0,93.0,94.0,active,0,3,5,0
https://archiveofourown.org/works/47250964,i'm in my bed (and you're not here.),LucysRapier,2023-05-18,2023-05-19,2/4,English,"4,584",34,14,2,283,No Archive Warnings Apply,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood,"George Cubbins | George Karim, Lucy Carlyle","Maysturbation, george has feelings for his hot coworkers he can't help it, angsty oops i didnt mean for that to happen, it will have a happy ending though, cot3 endgame on the horizon!!","And it’s not that George has feelings for Lucy, not at all. So what if he likes the way she comes to the breakfast table, eyes still full of sleep, looking upon the breakfast he made her like he’s just presented her with all her heart’s desires. He certainly doesn’t linger on her hugs because he loves her warmth, the smell of her body spray. It’s simply because her sweaters are soft. He should know, he’s the one who measures out the fabric softener. Lucy Carlyle is a good friend, a great friend, even. She’s kind, and resourceful, and smart, and gorgeous, and…   a little drunk and a little lonely, george karim overhears some activities he probably isn't meant to.",Explicit,not a series,2,4,incomplete,2023-06-02,15.0,14.0,multichapter(updating),2023-05-19,2023-05-10,14.0,9.0,23.0,active,1,2,5,"4,584"
https://archiveofourown.org/works/46585030,There She Goes,OctoberSeventeenth,2023-04-18,2023-04-18,1/1,English,534,18,2,0,404,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Flo Bones/George Cubbins | George Karim, Flo Bones & Lucy Carlyle, Flo Bones & Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood & Holly Munro","Flo Bones, George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle, Holly Munro, Quill Kipps","Spoilers for Book 5, Locklyle, Fluff, Flo being the coolest person in the room, All of them being really good friends really, Also - they all ship Locklyle, George being tired of their shit, Lucy and Lockwood being awkward as always, Canon Compliant, Part of London Calling, Fits also into You and Me and Herons though","The events of Book 5, before the attack of Winkman on Portland Row 35.When Flo realizes that Locky and Lucy still have not figured out the status of their realtionship she gives them a nudge.But just when he's got his heart set on it, things get in the way again...Flo and George POV (because I love them).",General Audiences,Part 19 of London Calling,1,1,completed,2023-06-02,45.0,45.0,oneshot,2023-06-01,2023-03-15,1.0,78.0,79.0,active,5,6,11,534
https://archiveofourown.org/works/45991525,everytime we touch,JennaTalbot,2023-03-25,2023-03-25,1/1,English,"1,247",21,4,0,164,No Archive Warnings Apply,,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Locklyle Week 2023 (Lockwood & Co.), Day 5: Love Languages, Pre-Relationship",,General Audiences,not a series,1,1,completed,2023-06-02,69.0,69.0,oneshot,2023-06-01,2023-02-28,1.0,93.0,94.0,active,0,3,3,0
https://archiveofourown.org/works/46995487,It Will Take a Miracle,Lindzm1318,2023-05-06,2023-05-16,2/?,English,"4,673",35,13,2,466,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Quill Kipps, Eventual Lucy Carlyle/Anthony Lockwood, Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & The Skull, Lucy Carlyle & George Cubbins | George Karim","Lucy Carlyle, Quill Kipps, Anthony Lockwood, George Cubbins | George Karim, Kat Godwin, Bobby Vernon, Holly Munro","Eventual Smut, Other Relationships To Be Tagged, surprises in store, Tags will be updated, Independent Agent Lucy Carlyle, Quill and Lucy friendship/relationship, Rules for hookups, Ghost Lock, Morbid Ghostlock, I wrote some angst for once, Angst, Eventual Happy Ending, Will be NSFP, Will be nsfw, Serial Killer Visitor",Quill and Lucy have been hooking up since Lucy left Lockwood and Co after the third book. What happens next is not cannon compliant at all and will hopefully be a surprise,Mature,not a series,2,?,incomplete,2023-06-02,27.0,17.0,multichapter(updating),2023-05-31,2023-02-12,2.0,108.0,110.0,active,5,7,15,"4,673"
https://archiveofourown.org/works/45557293,Both Sides Now,annlaurence70,2023-03-07,2023-03-07,1/1,English,"1,891",117,4,8,"1,100",No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Conversations, Lucy & Lockwood Chatting","Lucy issues a challenge and Lockwood acknowledges that he is indeed, charismatic as fuck.",Not Rated,not a series,1,1,completed,2023-06-02,87.0,87.0,oneshot,2023-03-29,2023-03-07,65.0,22.0,87.0,inactive,3,3,2,0
https://archiveofourown.org/works/45952858,How many agents does it take to change a lightbulb?,The_Biscuit_Agreement,2023-03-23,2023-03-23,1/1,English,"1,898",125,12,8,828,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood",Domestic Fluff,"Lockwood and Lucy change a lightbulb. That's it, that's the story.",General Audiences,Part 4 of Locklyle Week 2023,1,1,completed,2023-06-02,71.0,71.0,oneshot,2023-06-02,2023-01-30,0.0,123.0,123.0,active,1,2,1,0
https://archiveofourown.org/works/46616116,Just a dream?,orphan_account,2023-04-20,2023-04-20,1/1,English,234,1,0,0,72,No Archive Warnings Apply,No Romantic Relationship(s),"Lucy Carlyle, Anthony Lockwood, Holly Munro","No Plot/Plotless, Spoilers for Book 05: The Empty Grave (Lockwood & Co.), Dreams and Nightmares, Red Room (Twin Peaks)",Lucy Awakens from a strange dream one morning and ponders it's meaning.,General Audiences,not a series,1,1,completed,2023-06-02,43.0,43.0,oneshot,2023-04-29,2015-04-29,34.0,2922.0,2956.0,active,1,3,4,234
https://archiveofourown.org/works/46568935,Hugo Blake,MaloryMalfoy,2023-04-17,2023-04-18,2/?,English,"2,759",19,4,2,437,Creator Chose Not To Use Archive Warnings,"Kat Godwin/Ned Shaw, Lucy Carlyle & Quill Kipps, Lucy Carlyle/Anthony Lockwood, Flo Bones/George Cubbins","Kate Godwin, Ned Shaw, Lucy Carlyle, Quill Kipps, Anthony Lockwood, George Cubbins, Flo Bones, Rory Kipps, Montagu Barnes, Wade (Barnes' associate)","Love Triangle, I made kipps have a younger brother, Lucy gets abused, Barnes is a bad guy, Quill kipps' team is the good guys, Flo and George are dating as they should, I really don't know how to tags right now, My brain is kinda fuzzy cause I'm tired, Holly isn't in this one",If Lockwood and Lucy hadn't been terribly mad at each other when the Hugo Blake thing happened. With some of my own adjustments of course. It kinda goes off course a lot. Also mixes the books and the show you’ll just have to go along with it.,Teen And Up Audiences,not a series,2,?,incomplete,2023-06-02,46.0,45.0,multichapter(updating),2023-04-27,2023-02-28,36.0,58.0,94.0,active,4,10,9,"2,759"
https://archiveofourown.org/works/45452680,What lies between the lines,The_Biscuit_Agreement,2023-03-02,2023-05-04,3/?,English,"5,498",207,109,38,"1,734",No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle/Quill Kipps","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Bobby Vernon, Kat Godwin, Ned Shaw","One-sided Lucy Carlyle/Quill Kipps, Love Letters, Romance, Flirting, Brief mentions of suicide","When she arrived in London, Lucy Carlyle took up a job at the British Archives, spending her days determining which love letters, suicide notes and other collected paperwork could one day produce a visitor. It's a taxing job, made easier by king archivists and the presence of young agents doing research nearby. As Lucy becomes close with some of these young agents, she starts to receive love letters herself and finds herself using her under-utilised talents to try to work out who might be behind the notes.",Teen And Up Audiences,not a series,3,?,incomplete,2023-06-02,92.0,29.0,multichapter(updating),2023-06-02,2023-01-30,0.0,123.0,123.0,active,2,7,5,0
https://archiveofourown.org/works/44844073,harp,d__T,2023-02-07,2023-02-07,1/1,English,895,9,6,1,176,Creator Chose Not To Use Archive Warnings,Penelope Fittes/Golden Blade,"Penelope Fittes, Golden Blade","Plot What Plot/Porn Without Plot, D/s overtones, Oral Sex, Light Humiliation",Penelope takes Golden Blade's offer and stays back in the Black Library for a little while with him.,Explicit,not a series,1,1,completed,2023-06-02,115.0,115.0,oneshot,2023-02-07,2023-02-07,115.0,0.0,115.0,inactive,1,2,4,0
https://archiveofourown.org/works/47564686,Statistically Improbable,siapom,2023-05-31,2023-05-31,1/1,English,"2,162",34,5,2,241,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/George Cubbins | George Karim","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Aged-Up Character(s), cot3, sfp, LGBTQ Character, Pre-Poly, Developing Relationship, confusion reigns, relationship conversations, coniving shenanigans, Doubt, Nervousness, Hope, if you think i'm missing something please say so in comments","May Prompt: Only One Bed“There has to be a way to get it through his thick, but brilliant, skull. Although forcing ourselves into bed with him wasn’t on my list of things to try.”",Teen And Up Audiences,not a series,1,1,completed,2023-06-02,2.0,2.0,oneshot,2023-05-31,2023-04-29,2.0,32.0,34.0,active,4,3,13,0
https://archiveofourown.org/works/47289190,Going Carefully,multifandomxgoddess,2023-05-19,2023-05-19,1/?,English,"2,254",70,22,4,451,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood, George Cubbins | George Karim & Anthony Lockwood, Lucy Carlyle & Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Montagu Barnes, The Skull (Lockwood & Co.), Quill Kipps, Julius Winkman, Leopold Winkman, Adelaide Winkman, Annabel Ward","Canon Compliant, Injury, Canon-Typical Violence, Hurt/Comfort, Angst","“Did it touch you?” he’d asked, clinging to her arms just as desperately.  He needed to know, needed to fix it. He was ready to walk out of the house straight away and sacrifice the pay if Lucy gave him the slightest indication she couldn’t or didn’t want to go forward.  “Course not. I’d be dead,” she reminded him. She could be dead. She might still.(Or, how Lockwood learns to be just reckless enough)",General Audiences,not a series,1,?,incomplete,2023-06-02,14.0,14.0,multichapter(updating),2023-05-19,2023-02-25,14.0,83.0,97.0,active,5,10,5,0
https://archiveofourown.org/works/46514437,Cake,CharmQuartStrangeQuark,2023-04-15,2023-04-15,1/1,English,"2,870",109,15,4,580,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood, Flo Bones & George Cubbins | George Karim's Mother","Anthony Lockwood, George Cubbins | George Karim, George Cubbins | George Karim's Mother, Lucy Carlyle","Domestic Fluff, Tooth-Rotting Fluff, Lockwood can't cook, But he's so proud of his contributions, Pining","In which Lockwood is suddenly made aware of Lucy's impending birthday, and must make quick moves into previously unexplored territory:  that of baking a birthday cake.",General Audiences,not a series,1,1,completed,2023-06-02,48.0,48.0,oneshot,2023-04-19,2023-04-15,44.0,4.0,48.0,active,3,4,5,"2,870"
https://archiveofourown.org/works/46745362,jealousy is a song that only your heart can hear,wellgoslowly,2023-04-25,2023-04-25,1/6,English,"1,541",102,18,15,919,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood, Lucy Carlyle & Original Male Character (s), Lucy Carlyle & The Skull","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Montagu Barnes, Kat Godwin, Bobby Vernon, Ned Shaw, Quill Kipps, Original Characters","5+1 Things, Jealous Anthony Lockwood, Unrequited Love, Not Actually Unrequited Love, Bisexual Lucy Carlyle, Oblivious Lucy Carlyle, George Cubbins | George Karim is So Done with Lucy Carlyle/Anthony Lockwood, Anthony Lockwood Loves Lucy Carlyle, Lucy Carlyle & Quill Kipps Friendship, Protective Anthony Lockwood, Bisexual Anthony Lockwood, Soft Anthony Lockwood, Simp Anthony Lockwood, Emotionally Repressed Anthony Lockwood, Autistic George Cubbins | George Karim, Good Friend George Cubbins | George Karim, George Cubbins | George Karim Swears, Song Lyrics, Based on a Taylor Swift Song, no beta i get anxious sharing my writing with others","5 times that Anthony Lockwood was jealous, and one time that he didn't have to be",Not Rated,not a series,1,6,incomplete,2023-06-02,38.0,38.0,multichapter(updating),2023-04-25,2023-03-29,38.0,27.0,65.0,active,5,9,20,"1,541"
https://archiveofourown.org/works/47240005,Lockwoods & Co,greywitchy,2023-05-17,2023-05-17,1/1,English,980,26,4,2,142,No Archive Warnings Apply,Anthony Lockwood/Quill Kipps,"Anthony Lockwood, Quill Kipps, Lucy Carlyle, Holly Munro","Established Relationship, Humor, Fluff, Domestic Fluff, Marriage Proposal, Post-Canon","“I’ll change the name of the agency to include you in it if you change your surname,"" dares Lockwood. Kipps might as well hold him to it.",General Audiences,not a series,1,1,completed,2023-06-02,16.0,16.0,oneshot,2023-05-26,2023-05-12,7.0,14.0,21.0,active,1,4,6,"1,301"
https://archiveofourown.org/works/47328118,Dear Diary,SnazzyCyborg,2023-05-21,2023-05-31,3/?,English,"5,277",19,4,1,240,Creator Chose Not To Use Archive WarningsNo Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","POV Lucy Carlyle, POV Anthony Lockwood, POV George Karim, Diary/Journal, Pining, Mutual Pining, Angst, Retelling, Hurt/Comfort, spoilers for the show",A retelling of the TV show in the form of diary entries from our main characters (Dracula style)OrWhat is going on inside their heads throughout the course of the show!,Teen And Up Audiences,not a series,3,?,incomplete,2023-06-02,12.0,2.0,multichapter(updating),2023-05-31,2023-02-20,2.0,100.0,102.0,active,1,3,10,0
https://archiveofourown.org/works/47426188,Say no to Fittes,Music_and_Magic_1307,2023-05-25,2023-05-25,1/1,English,333,23,1,3,302,No Archive Warnings Apply,"Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps","cot3, Found Family, Fluff, Kipps being annoying, Show Cannon","The more jobs Lockwood and Co. work with Quill Kipps, the more often he asks Lucy join Fittes. This time, she tells him she’s not sorry for turning the offer down.Just a small silly story where Lucy makes sure everyone knows that she chooses her boys over Fittes.",General Audiences,not a series,1,1,completed,2023-06-02,8.0,8.0,oneshot,2023-05-25,2023-05-15,8.0,10.0,18.0,active,4,4,5,0
https://archiveofourown.org/works/46584922,Magenta Skies,Random_Nerd3,2023-04-18,2023-04-21,2/4,English,"4,844",38,19,2,733,No Archive Warnings Apply,"Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/Anthony Lockwood","Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle","NSFW, Plot What Plot/Porn Without Plot, Emotions, Feelings, Dom Anthony Lockwood, Sub Lucy Carlyle, Sub George Karim, They're All Just Simps For Each Other, Brat Lucy Carlyle, Sub George Cubbins | George Karim, Kneeling, BDSM, Dom/sub, Dom/sub Play, Making Out, Oral Sex, Getting to Know Each Other, Safewords, Safe BDSM Sex, Lockwood Is A Kinky Man, Possessive Anthony Lockwood, Negotiations, Other Additional Tags to Be Added","Lockwood gets jelaous when he spends all night watching George get poached by other agencies at a Fittes gala. When they get back home he decides to remind George who he blongs to.Excerpt:“You can’t tell me what to do,” George retorted. Lockwood fought the urge to kiss the pout right off of George’s lips. “You’re not my - well, you’re my boss but you’re not my owner or anything.""Lockwood let out a low growl, the sound scratching at the back of his throat.“Would you like me to be?”",Explicit,Part 13 of Lockwood & His Collection Of Idiots,2,4,incomplete,2023-06-02,45.0,42.0,multichapter(updating),2023-05-24,2023-02-09,9.0,104.0,113.0,active,2,3,23,0
https://archiveofourown.org/works/46544200,i've been afraid of you leaving for some time,JennaTalbot,2023-04-18,2023-04-18,1/1,English,"1,978",79,12,10,614,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","Newly established relationship, Angst, Hurt/Comfort, Self-Hatred, Self-Esteem Issues, Jealousy, Insecurity",,Teen And Up Audiences,"Part 2 of part time soulmate, full time problem",1,1,completed,2023-06-02,45.0,45.0,oneshot,2023-06-01,2023-02-28,1.0,93.0,94.0,active,1,2,7,"1,978"
https://archiveofourown.org/works/46754485,Feelings Unsaid and Unspoken,CrowofArcadiaOaks,2023-04-26,2023-04-26,1/1,English,279,17,2,0,543,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Escapril Poetry Challenge 2023, Romance, Slow Burn, Denial of Feelings, ig that’s what it is, author has not read the books, So no spoilers for the books, Friendship, Maybe OOC, Idiots in Love","Escapril 2023 day 25: MotelAfter a quick job at a haunted motel, Lucy falls asleep in the back of a cab with the boys.",General Audiences,Part 25 of Escapril 2023 Fanfic Style,1,1,completed,2023-06-02,37.0,37.0,oneshot,2023-04-29,2023-04-26,34.0,3.0,37.0,active,1,3,10,0
https://archiveofourown.org/works/47422114,no other sadness in this world would do,lilrowantree,2023-05-25,2023-05-25,1/1,English,"2,000",13,2,1,173,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Quill Kipps, Anthony Lockwood & Quill Kipps","Lucy Carlyle, Anthony Lockwood, Quill Kipps","this is my excuse to just rewrite scenes from the hunger games, casefic with no actual ghosts, they're on a quest, i will make them sad, author holds no regrets, i didnt tag it major character death but technically lockwood dies, can you tell i like the hunger games, angst?? i think??, author does not have a plan, I Wrote This While Listening to Taylor Swift's Music","Death had always had such a tight grasp on poor Anthony’s life, a phrase that seemed to echo through every DEPRAC officer and looming adult we met. It echoed through my own mind then, the words acting as the shattered glass stopping me from breaking down.The glass was broken now, and I fell to pieces on the floor next to him crying in a way that could not have been anything human.orA dwelling need for answers leads Lockwood & Co. on a unexpected hunt, through darkened tunnels with ashen walls and air that smells a little too close to smoke.orme rewriting scenes from the hunger games - The forcefield scene this time.",General Audiences,not a series,1,1,completed,2023-06-02,8.0,8.0,oneshot,2023-05-25,2023-02-18,8.0,96.0,104.0,active,3,3,10,"2,000"
https://archiveofourown.org/works/47124301,Love on Top,official_djungelskog,2023-05-12,2023-05-12,1/1,English,"2,386",40,22,2,473,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","fingers in his mouth friday, NSFW, NSFP, Not Suitable for Work, not suitable for pandas, Pegging, Domme!Lucy, sub!anthony, slight spoilers for TEG, takes place after TEG, Aged-Up Character(s), Plot What Plot/Porn Without Plot, PWP, Safe Sane and Consensual, discussion of safe words, Lucy Carlyle Loves Anthony Lockwood, Anthony Lockwood Loves Lucy Carlyle, Lucy Carlyle with a strap-on, Anthony Lockwood with a hard-on, Simp Anthony Lockwood, Simp Lucy Carlyle","""Lucy began running her hands up and down his body with feather-light touches, which caused him to shiver. They had left the window open to let the light breeze in, and Lockwood knew this meant he’d have to stay quiet lest the neighbours find out what the occupants of 35 Portland Row got up to when they weren’t fighting ghosts and almost getting themselves killed in the process. He was usually quite loud when Lucy took control like this; he hated giving up control and made her fight for it (within reason, of course). They had agreed, though, that tonight would be different.Lucy was going to peg him tonight, and Lockwood couldn’t wait.""happy fingers in (his) mouth friday!",Explicit,not a series,1,1,completed,2023-06-02,21.0,21.0,oneshot,2023-05-30,2023-04-07,3.0,53.0,56.0,active,1,2,21,"2,386"
https://archiveofourown.org/works/47434738,I'll Take Care of You (If You Asked Me To),jinpluto,2023-05-26,2023-05-26,3/?,English,"2,715",26,2,1,219,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood, George Cubbins | George Karim/Original Female Character(s), Anthony Lockwood/Original Character(s), Lucy Carlyle & Quill Kipps","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Original Female Character(s)","Angst with a Happy Ending, not that angsty though, Dreams and Nightmares, Fluff, Found Family, Banter, Italic Oh. Moment, Friends to Lovers, Lockwood is Whipped, Light Angst, Fluff and Angst, Lockwood Likes To Keep Secrets, Bad Decisions","❝ You see, he takes the Lock in his surname very seriously. Keeps his past, his secrets, his issues, his troubles, his worries and basically everything you can possibly imagine all under lock and key. And if that wasn't already enough, he shields it like a Grenadier guard. Only allowing the sides of him he wants to show be on display.Nobody really knows him. They know the facade that he's put up. But nobody really knows him.Not even George has managed to infiltrate his restricted fortress. He's managed to see some parts, when Lockwood opens his fortress' gates for a few moments but other than that, he's pretty much an enigma, still. That is, until Lucy came along. She's the only one that could ever get him like this. ❞",General Audiences,not a series,3,?,incomplete,2023-06-02,7.0,7.0,multichapter(updating),2023-05-26,2023-05-26,7.0,0.0,7.0,active,5,5,13,0
https://archiveofourown.org/works/46990882,A Helping Hand,mliz18,2023-05-06,2023-05-23,6/6,English,"10,955",323,139,35,"3,744",Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Angst, Fluff, Domestic Fluff, Mutual Pining, Pre-Relationship, Friends to Lovers, 5 Times, 5 Things, 5+1 Things, Emotional Hurt/Comfort, Hurt/Comfort","Five of Lockwood's acts of service for Lucy, and a time she takes care of him.",Not Rated,Part 3 of Locklyle my beloved,6,6,completed,2023-06-02,27.0,10.0,multichapter(complete),2023-05-31,2023-04-05,2.0,56.0,58.0,active,2,3,11,"10,955"
